text,transformed_text,label
area woman not about to miss ally mcbeal for that,area woman not about to miss friend mcbeal for that,sarcasm
drought bad,drouth bad,sarcasm
lesbian couple enjoys hot lesbian action,lesbian dyad enjoys hot lesbian action,sarcasm
prima donna surgeon storms out of half-full operating theater,leading donna surgeon storms out of half-full operating dramatics,sarcasm
romney campaign reboots for 72nd consecutive week,romney campaign reboots for 72nd consecutive week,sarcasm
congress splits into male and female senators to discuss newest reproductive bill,congress splits into male and female senators to discus newest generative bill,sarcasm
heritage foundation lowers another retired gop senator into vat of strategists,heritage cornerstone lower berth another retired gop senator into VAT of strategists,sarcasm
new online voting system allows millions of masturbators to take part in democracy,new on-line voting organisation allows millions of masturbators to take part in democracy,sarcasm
friend from college wasted no time becoming white-collar professional,supporter from college wasted no time becoming white-collar professional,sarcasm
casual friday claims lives of 13 nuclear-waste-disposal technicians,casual friday call lives of long dozen nuclear-waste-disposal technicians,sarcasm
drew carey signs 75-year contract to host the price is right,drew carey signs 75-year undertake to host the price is right,sarcasm
hollywood quietly shuts down after realizing that entertainment a delicate matter of subjective opinion,hollywood quietly close down afterwards realizing that entertainment a delicate topic of immanent opinion,sarcasm
man with stupid breaks off co-dependent relationship,man with stupid part bump off co-dependent relationship,sarcasm
huntsman quietly relieved to be polling poorly among gop voters,huntsman quiet relieved to be polling poorly among Republican Party voters,sarcasm
rick santorum relieved no one has asked him about interracial marriage yet,rick santorum take over no one hold asked him about interracial marriage yet,sarcasm
storybook romance leads to in-flight-magazine marriage,storybook romance go to in-flight-magazine marriage,sarcasm
friendship blossoms into unrequited love,friendship blossoms into unreciprocated love,sarcasm
quaker oats canister relabeled 'drugs' for grade school play,Quaker oats canister relabeled 'drugs ' for grade schooltime sport,sarcasm
"hannity claims relationship with cohen never went past payment for legal advice, defense strategy in criminal cases","hannity exact relationship with cohen never went past defrayment for legal advice , defense scheme in criminal cases",sarcasm
"area man too poor to afford movers, too old to get help from his friends","area man too miserable to afford movers , to a fault honest-to-goodness to get help from his friends",sarcasm
citizens to vote on young or old reagan for $15 bill,citizens to vote on youthful or old reagan for $ xv nib,sarcasm
jay-z's grandfather busted with trunk full of canadian prescription drugs,jay-z 's grandfather busted with trunk wide-cut of canadian prescription drugs,sarcasm
inanimate object despised,nonliving object despised,sarcasm
supreme court agrees to hear new jack white album,supreme court accord to hear raw jack white album,sarcasm
report: apocalypse actually happened 3 years ago,report : apocalypse actually materialise 3 years agone,sarcasm
man thinks receptionist is hitting on him,human beings thinks receptionist is hitting on him,sarcasm
man miscast in role of father,man miscast in role of father,sarcasm
study: not being an asshole boss may boost employee morale,discipline : not being an arse boss may supercharge employee morale,sarcasm
report: friend has been going by middle name this whole fucking time,account : friend has personify buy the farm by middle name this whole fucking time,sarcasm
r.e.m.'s children still hoping parents will get back together,r.e.m . 's tike still hoping parents will get back unitedly,sarcasm
new apple ceo tim cook: 'i'm thinking printers',new apple chief executive officer tim cook : ' i 'm mentation printers ',sarcasm
report: women only made up 2.7% of video game bosses last year,account : fair sex only made improving 2.7 % of video game bosses last year,sarcasm
thousands of cheering americans packed into park for ted cruz concession speech,thousands of jolly along americans carry into park for ted cruz concession speech,sarcasm
frugal couple saves money by making own porn,frugal duo saves money by making own pornography,sarcasm
restaurant fires pizza-delivery dog,restaurant fires pizza-delivery dog,sarcasm
soda nearing room temperature,soda nearing board temperature,sarcasm
mark zuckerberg apologizes to congress for not realizing scope of his genius,scrape zuckerberg apologizes to congress for not realizing scope of his Einstein,sarcasm
no one quite sure why 8-year-old has voice of lifelong chain smoker,no unitary quite sure wherefore 8-year-old has voice of lifelong chain smoking compartment,sarcasm
tsa agents to now simply stand at checkpoints and remind passengers that we all die someday,TSA broker to now plainly stand at checkpoints and remind passenger that we all die someday,sarcasm
billy joel has billy joel's disease,billy joel has truncheon Book of Joel 's disease,sarcasm
custody battle sparks couple's first-ever interest in child,custody battle sparks couple 's first-ever pursuit in child,sarcasm
report: 89% of suzy qs never make it out of gas station parking lots,report : 89 % of suzy Q never make IT out of gas station parking tidy sum,sarcasm
new national park caters to business travelers,young national park caters to business travelers,sarcasm
study finds flushing toilets wastes billions of gallons of piss and shit annually,study finds flushing toilets wastes billions of gallons of piss and cocksucker p.a.,sarcasm
indian sweatshop worker has to work in the fucking dark now too,indian sweatshop worker has to solve inward the fucking dark now too,sarcasm
arby's ceo arrested with trunk full of stolen horsey sauce,arby 's ceo arrested with trunk full of steal horsey sauce,sarcasm
neighborhood busybody reports sound of gunshots,neighborhood busybody write up sound of gunshots,sarcasm
islamic fundamentalists condemn casual day,islamic fundamentalists decry casual day,sarcasm
trump dismisses accusers as women,trump give the sack accusers as women,sarcasm
coworker who went to gym this morning a chipper little fucker,coworker who run to gym this sunrise a chipper little fucker,sarcasm
employees from other department announce plan to ramble on about fucking nothing right next to your desk,employee from other department announce plan to ramble along nearly fucking nothing flop adjacent to your desk,sarcasm
recent saving of planet attributed to working assets long-distance plan,recent saving of planet attributed to working asset long-distance program,sarcasm
jogger clearly on first run of plan to turn life around,jogger clear along first run of plan to turn life around,sarcasm
weird new cereal sets tone for first weekend at divorced dad's,weird unexampled cereal rig shade for first weekend at divorced dad 's,sarcasm
enthusiasm of 18-year-old first-time voter completely unbearable,exuberance of 18-year-old first-time voter completely unendurable,sarcasm
every conceivable nook in car stuffed with trash by second hour of road trip,every imaginable nook in car stuffed with folderol by 2nd hour of route trip,sarcasm
friend who listened to podcast on watergate bursts into conversation with guns fucking blazing,friend who hear to podcast on Watergate bursts into conversation with guns fucking blazing,sarcasm
returning parents can tell son had huge house fire over weekend,returning parents backside state son had vast house fire over weekend,sarcasm
congress votes to intervene in local wedding,copulation votes to intervene In local wedding,sarcasm
'a cashier at our davenport location did what?' disgusted sbarro ceo asks,' a teller at our davenport location coiffure what ? ' disgusted sbarro ceo enquire,sarcasm
overcrowded gop field forces iowa to construct massive town hall stadium,overcrowded gop field forces iowa to fabricate massive townsfolk G. Stanley Hall stadium,sarcasm
autopsy reveals subject was still alive when autopsy began,autopsy reveals subject was still alive when necropsy get down,sarcasm
teen crafting marketable persona in garage hoping to one day win grammy,teen crafting marketable persona indium garage hoping to nonpareil day make headway grammy,sarcasm
scientists politely remind world that clean energy technology ready to go whenever,scientists courteously remind world that clean energy applied science ready to go whenever,sarcasm
raccoon crushed to death by garbage truck hits jackpot with reincarnation,raccoon crushed to death by refuse truck hits kitty with rebirth,sarcasm
man who threatened to move to canada before election still here,man who jeopardize to move to Canada before election still here,sarcasm
new stapler makes all other staplers look like worthless shit,new stapler makes all other stapler bet like worthless bull,sarcasm
poster vandal enters 'phallus in mouth' period,bill sticker Vandal enters 'phallus in mouth ' period,sarcasm
busybody fireman ruins suicide attempt,busybody fireman ruins suicide set about,sarcasm
police headquarters completes new addition to accommodate officers on desk duty for misconduct,police headquarters completes new addition to oblige officers on desk duty for mishandle,sarcasm
vacationing family visits world's biggest asshole,vacationing family see world 's biggest arse,sarcasm
busy obama sends drone to pick up sasha from school,busy obama sends radio-controlled aircraft to pick up sasha from civilise,sarcasm
benadryl introduces new non-drowsy allergy dart,benadryl introduces New non-drowsy allergy dart,sarcasm
no one speculating about family matters series finale,nobelium one speculating about family matters series conclusion,sarcasm
"ailing castro begins 750,000 last words","ailing castro begins 750,000 last Son",sarcasm
"'whitey bulger ordered the murder of 19 people,' reports anonymous rat bastard","'whitey bulger consecrate the murder of 19 citizenry , ' reports anon. blabber bastard",sarcasm
older brother to attempt unmanned bike mission into ravine,sure-enough chum to attempt unmanned bike mission into ravine,sarcasm
for-profit college hastily designs diploma for student on verge of actually graduating,for-profit college in haste designs diploma for student along verge of actually graduating,sarcasm
mudslide kind of fun until the dying part,mudslide tolerant of fun until the dying part,sarcasm
report: maid of honor not even that good of friends with bride,report : maid of honor non eve that good of friends with Saint Bridget,sarcasm
people-watcher catches glimpse of rare north american black doofus,people-watcher grab glimpse of rare north american pitch-black doofus,sarcasm
gallant amazon user heroically defends 'fringe' season 2 box set from negative reviewers,beau amazon user heroically defends 'fringe ' season 2 box fit from negative reviewers,sarcasm
scotland more relaxed when sean connery is away,Scotland more relaxed when sean connery represent away,sarcasm
"after careful consideration, bush recommends oil drilling","after careful consideration , bush recommends rock oil drilling",sarcasm
"'i feel your pain,' romney tells campaign rally attendees who make $20 million a year","' i feel your trouble , ' romney tells campaign ride attendees who make $ twenty million a yr",sarcasm
oxycontin maker criticized for new 'it gets you high' campaign,oxycontin maker knock for novel 'it gets you high ' campaign,sarcasm
german auto engineer issued lab coat,german motorcar engineer issued lab coat,sarcasm
son's friend the kind who always gets nosebleeds,boy 's friend the kind who always gets nosebleeds,sarcasm
depleted hawaiian volcano now just coughing up bile,depleted hawaiian volcano nowadays just coughing improving bile,sarcasm
foul play suspected in destruction of world's second-largest ball of twine,foul play suspected atomic number 49 destruction of world 's second-largest Lucille Ball of twine,sarcasm
less popular friend proposes combining birthdays into single party,to a lesser extent pop friend proposes combining birthdays into single party,sarcasm
"study: zero people have led satisfying lives after altering original career plans, aspirations","study : zero people have result satisfying lives afterward altering master career plans , aspirations",sarcasm
"elderly dog can already tell owner doesn't think she's worth $3,000 gallstone surgery","elderly detent can already tell possessor set n't think she 's worth $ 3,000 gallstone operating theatre",sarcasm
"asian tsunami, hurricane katrina, kashmir earthquake battle for natural disasty award","asian tsunami , hurricane katrina , kashmir earthquake conflict for natural disasty award",sarcasm
"autopsy determines total loser's corpse contained no traces of drugs, alcohol","autopsy determines total loser 's corpse contained No retrace of drugs , alcohol",sarcasm
