text,transformed_text,label
macklemore reminds grammys audience about cds available for sale in lobby,macklemore reminds the public grammys of cds available for sale in the lobby,sarcasm
philip roth obituary just thinly disguised version of author's life,philip roth obituary just a finely disguised version of the author's life,sarcasm
new financial report finds economy invincible forever this time,the new financial report finds the economy invincible forever this time,sarcasm
town nervously welcomes veteran back home,city welcomes nervously veteran back home,sarcasm
non-denominational terrorist organization welcomes extremists of all faiths,Non-confessional terrorist organization welcomes extremists of all faiths,sarcasm
road sign over-explains highway's dangers,the road sign on- explains the dangers of the motorway,sarcasm
area man purchases the devil's advocate on dvd for some reason,the man of the area buys the devil's lawyer on Dvd for a reason,sarcasm
change in bus seats taken personally,change of bus seat taken personally,sarcasm
new ted nugent cologne tested on 'every goddamn animal we could find',new cologne of Ted nugent tested on 'all the animals we could find',sarcasm
mental hospital fire leaves hundreds of demons homeless,The mental hospital fire leaves hundreds of demons homeless,sarcasm
fridge magnet pushed to limits,Refrigerator magnet pushed to limits,sarcasm
u.n. tribunal swayed by thousands of children's letters to milosevic,u.n. court marked by thousands of children's letters to the militia,sarcasm
secretary of education under investigation for falsifying hall passes,Secretary of Education under investigation for false room passes,sarcasm
supreme court justices keep citing cases roberts and alito are too young to remember,the judges of the Supreme Court continue to quote the cases roberts and alito are too young to remember,sarcasm
pope francis trains for easter mass by dragging pew loaded with rocks across snow,Pope Francis trains for the mass of the east by dragging the tin loaded with rocks through the snow,sarcasm
progressive company pays both men and women 78% of what they should be earning,progressive enterprise pays both men and women 78% of what they should earn,sarcasm
"after one realizes methadone clinic nearby, behavior around city block makes sense","after having realized the nearby methadone clinic, the behavior around the neighborhood of the city has a meaning",sarcasm
rumsfeld sick of jokes about his fat girlfriend,Rumsfeld's tired of jokes about his big girlfriend.,sarcasm
office janitor asks to work from home,office concierge asks to work from the house,sarcasm
new workplace diversity initiative kills one white employee every hour on the hour until more minority candidates hired,a new workplace diversity initiative kills a white employee every hour of the hour until more minority candidates are hired,sarcasm
now that's what i call shitty music 8 tops album charts,That's what I call shitty music 8 tops album charts,sarcasm
mars maven begins mission to take thousands of high-resolution desktop backgrounds,March maven starts mission to take thousands of high-resolution desktop backgrounds,sarcasm
tsarnaev death penalty a warning to any other religious fanatics hoping to be martyred,tsarnaev death penalty a warning to any other religious fanatic hoping to be martyred,sarcasm
freemasons return to jupiter,Freemasons return to Jupiter,sarcasm
ivy-covered home like that on inside too,The house covered in ivy like that inside too,sarcasm
local los angeles awards show slated to open for grammys,local los angeles prices show planned to open for Grammys,sarcasm
hooded members of congress drown another love child in potomac to prevent affair from getting out,the hooded members of the congress drown another child of love in the potomac to prevent the affair from coming out,sarcasm
relapse greatest week of man's life,Greater fall week of man's life,sarcasm
"'these kids should be in school instead of protesting,' say people so tantalizingly close to getting the point","""these children should be in school instead of protesting,"" people say so surprisingly close to getting the point",sarcasm
public-speaking student to make point of gesturing,the public language student to make gesture point,sarcasm
85 percent of u.s. cole slaw remains uneaten,85 per cent of the EU collar claw remains interest-free,sarcasm
area woman not about to miss ally mcbeal for that,region woman won't miss Ally mcbeal for that,sarcasm
drought bad,severe drought,sarcasm
lesbian couple enjoys hot lesbian action,lesbian couple likes hot lesbian action,sarcasm
prima donna surgeon storms out of half-full operating theater,prima gave surgeon storms out of the theatre of operation half-full,sarcasm
romney campaign reboots for 72nd consecutive week,the romney reboot campaign for 72nd consecutive week,sarcasm
congress splits into male and female senators to discuss newest reproductive bill,Congress divided into male and female senators to discuss the new reproductive bill,sarcasm
heritage foundation lowers another retired gop senator into vat of strategists,Heritage Foundation lowers another retired senator in the strategists' tank,sarcasm
new online voting system allows millions of masturbators to take part in democracy,The new online voting system allows millions of masturbators to participate in democracy,sarcasm
friend from college wasted no time becoming white-collar professional,University friend wasted no time becoming professional white-collar,sarcasm
casual friday claims lives of 13 nuclear-waste-disposal technicians,"On Friday, 13 nuclear waste disposal technicians lost their lives.",sarcasm
drew carey signs 75-year contract to host the price is right,drawing of neat signs 75 years contract to receive the price is just,sarcasm
hollywood quietly shuts down after realizing that entertainment a delicate matter of subjective opinion,Hollywood quietly closes after realizing that entertainment is a delicate question of subjective opinion,sarcasm
man with stupid breaks off co-dependent relationship,man with stupid breakup of the relationship co-dependent,sarcasm
huntsman quietly relieved to be polling poorly among gop voters,Chasseur quietly relieved to vote badly among the voters gop,sarcasm
rick santorum relieved no one has asked him about interracial marriage yet,rick santorum relieved no one has asked him yet about interracial marriage,sarcasm
storybook romance leads to in-flight-magazine marriage,The love of the book of tale leads to the wedding in flight-magazine,sarcasm
friendship blossoms into unrequited love,friendship flourishes in love without reward,sarcasm
quaker oats canister relabeled 'drugs' for grade school play,"Quaker oats canister renamed ""drugs"" for school game",sarcasm
"hannity claims relationship with cohen never went past payment for legal advice, defense strategy in criminal cases","hannity claim relationship with Cohen never passed payment passed for legal advice, defense strategy in criminal cases",sarcasm
"area man too poor to afford movers, too old to get help from his friends","the man of the area too poor to afford the movers, too old to get the help of his friends",sarcasm
citizens to vote on young or old reagan for $15 bill,citizens to vote on the reagan young or old for $15 bill,sarcasm
jay-z's grandfather busted with trunk full of canadian prescription drugs,Jay-z's grandfather took a safe full of Canadian prescription drugs,sarcasm
inanimate object despised,despicable inanimate object,sarcasm
supreme court agrees to hear new jack white album,Supreme Court agrees to hear Jack's new white album,sarcasm
report: apocalypse actually happened 3 years ago,report: the apocalypse actually took place 3 years ago,sarcasm
man thinks receptionist is hitting on him,man thinks the receptionist hits him,sarcasm
man miscast in role of father,man misdistributed in the role of father,sarcasm
study: not being an asshole boss may boost employee morale,Study: Not being an asshole can boost employee morale,sarcasm
report: friend has been going by middle name this whole fucking time,report: the friend was by the middle name all this time fucking,sarcasm
r.e.m.'s children still hoping parents will get back together,The children of r.e.m. still hope that the parents will meet,sarcasm
new apple ceo tim cook: 'i'm thinking printers',new apple ceo tim kitchen: 'i'm think printers',sarcasm
report: women only made up 2.7% of video game bosses last year,report: women represented only 2.7% of video game bosses last year,sarcasm
thousands of cheering americans packed into park for ted cruz concession speech,thousands of excited Americans packed in the park for Ted Cruz concession speech,sarcasm
frugal couple saves money by making own porn,frugal couple saves money by doing their own porn,sarcasm
restaurant fires pizza-delivery dog,restaurant pizza-delivery dog,sarcasm
soda nearing room temperature,soda close to room temperature,sarcasm
mark zuckerberg apologizes to congress for not realizing scope of his genius,Mark Zuckerberg apologizes for not realizing the scope of his genius,sarcasm
no one quite sure why 8-year-old has voice of lifelong chain smoker,No one really knows why an 8-year-old has the voice of a chain smoker throughout his life.,sarcasm
tsa agents to now simply stand at checkpoints and remind passengers that we all die someday,Tsa's agents are just standing at checkpoints and reminding passengers that we'll all die one day.,sarcasm
billy joel has billy joel's disease,Billy Joel has Billy Joel's disease,sarcasm
custody battle sparks couple's first-ever interest in child,battle of custody arouses the couple's first interest in the child,sarcasm
report: 89% of suzy qs never make it out of gas station parking lots,ratio: 89% of suzy qs never do it from gas station car parks,sarcasm
new national park caters to business travelers,the new national park is for business travellers,sarcasm
study finds flushing toilets wastes billions of gallons of piss and shit annually,Study finds flush toilets waste billions of gallons of piss and shit every year,sarcasm
indian sweatshop worker has to work in the fucking dark now too,the Indian sweatshop worker has to work in the black whore now too,sarcasm
arby's ceo arrested with trunk full of stolen horsey sauce,Arby arrest with a chest full of stolen hot sauce,sarcasm
neighborhood busybody reports sound of gunshots,The busy body in the neighborhood reports gunshots,sarcasm
islamic fundamentalists condemn casual day,Islamic fundamentalists condemn the casual day,sarcasm
trump dismisses accusers as women,Rumor rejects accusers as women,sarcasm
coworker who went to gym this morning a chipper little fucker,A co-worker who went to the gym this morning a little asshole,sarcasm
employees from other department announce plan to ramble on about fucking nothing right next to your desk,employees from other departments announce a plan to discuss fucking nothing right next to your office,sarcasm
recent saving of planet attributed to working assets long-distance plan,recent savings of the planet attributed to long-distance plan work assets,sarcasm
jogger clearly on first run of plan to turn life around,Clearly jogger on the first set of plans to turn life around,sarcasm
weird new cereal sets tone for first weekend at divorced dad's,Bizarre new cereal sets for the first weekend at the divorced father,sarcasm
enthusiasm of 18-year-old first-time voter completely unbearable,enthusiasm of 18-year-old voters for the first time completely unbearable,sarcasm
every conceivable nook in car stuffed with trash by second hour of road trip,every corner imaginable in the car stuffed with garbage per second hour of road trip,sarcasm
friend who listened to podcast on watergate bursts into conversation with guns fucking blazing,friend who was listening to the podcast on the water door bursts into the conversation with fucking blazing weapons,sarcasm
returning parents can tell son had huge house fire over weekend,Parents back can say her son had a huge house fire over the weekend.,sarcasm
congress votes to intervene in local wedding,Congress vote to intervene in the local marriage,sarcasm
'a cashier at our davenport location did what?' disgusted sbarro ceo asks,"""that a cashier at our place in paradise did what?"" disgusted sbarro ceo asks",sarcasm
overcrowded gop field forces iowa to construct massive town hall stadium,Overcrowded overcrowded on the ground forces Iowa to build a massive city hall stadium,sarcasm
autopsy reveals subject was still alive when autopsy began,autopsy reveals that the subject was still alive when the autopsy started,sarcasm
teen crafting marketable persona in garage hoping to one day win grammy,teen marketable crafts persona in garage in hope of one day winning Grammy,sarcasm
scientists politely remind world that clean energy technology ready to go whenever,scientists politely recall the world that clean energy technology is ready to leave every time that,sarcasm
raccoon crushed to death by garbage truck hits jackpot with reincarnation,raccoon crushed to death by truck trash hit jackpot with reincarnation,sarcasm
man who threatened to move to canada before election still here,man who threatened to move to Canada before the elections again here,sarcasm
new stapler makes all other staplers look like worthless shit,new stapler made all the other staplers looks like worthless shit,sarcasm
poster vandal enters 'phallus in mouth' period,"The vandalian poster enters the ""phallus in mouth"" period",sarcasm
busybody fireman ruins suicide attempt,Busy fireman destroys suicide attempt,sarcasm
police headquarters completes new addition to accommodate officers on desk duty for misconduct,Police headquarters completes new addition to accommodate staff on duty for professional misconduct,sarcasm
vacationing family visits world's biggest asshole,family holiday visit the world's biggest asshole,sarcasm
busy obama sends drone to pick up sasha from school,occupied obama sends drone to pick up sasha from school,sarcasm
benadryl introduces new non-drowsy allergy dart,benadryl introduces a new non-smooth allergy dart,sarcasm
no one speculating about family matters series finale,Nobody speculates on the final series family,sarcasm
"ailing castro begins 750,000 last words","alleur castro starts 750,000 last words",sarcasm
"'whitey bulger ordered the murder of 19 people,' reports anonymous rat bastard","""Bulger white ordered the murder of 19 people,"" reports an anonymous rat bastard.",sarcasm
older brother to attempt unmanned bike mission into ravine,elder brother to try a bike mission without a pilot in the ravine,sarcasm
for-profit college hastily designs diploma for student on verge of actually graduating,For-profit college design hastily graduated for the student about to obtain a degree,sarcasm
mudslide kind of fun until the dying part,Boil some fun until the dying part,sarcasm
report: maid of honor not even that good of friends with bride,report: bridesmaid of honor not even this good of friends with the bride,sarcasm
people-watcher catches glimpse of rare north american black doofus,people-watcher capture preview of rare North American black doofus,sarcasm
gallant amazon user heroically defends 'fringe' season 2 box set from negative reviewers,gallant user of amazon heroically defends 'fringe' season 2 box lot of negative reviews,sarcasm
scotland more relaxed when sean connery is away,Scotland more relaxed when Sean Connery is far away,sarcasm
"after careful consideration, bush recommends oil drilling","after careful examination, bush recommends oil drilling",sarcasm
"'i feel your pain,' romney tells campaign rally attendees who make $20 million a year","""I feel your pain,"" Romney tells campaign participants who earn $20 million a year",sarcasm
oxycontin maker criticized for new 'it gets you high' campaign,oxycontin maker criticized for the new campaign 'it makes you high',sarcasm
german auto engineer issued lab coat,German auto engineer delivered the lab coat,sarcasm
son's friend the kind who always gets nosebleeds,the boy's friend the kind that always has nosebleeds,sarcasm
depleted hawaiian volcano now just coughing up bile,Hawaiian volcano exhausted now just cough the bile,sarcasm
foul play suspected in destruction of world's second-largest ball of twine,suspicious game suspected in the destruction of the second largest string ball in the world,sarcasm
less popular friend proposes combining birthdays into single party,less popular friend proposes to combine birthdays in one party,sarcasm
"study: zero people have led satisfying lives after altering original career plans, aspirations","study: no person led satisfactory lives after changing original career plans, aspirations",sarcasm
"elderly dog can already tell owner doesn't think she's worth $3,000 gallstone surgery","The old dog can already say that the owner doesn't think it's worth $3,000 in biliary surgery.",sarcasm
"asian tsunami, hurricane katrina, kashmir earthquake battle for natural disasty award","Asian tsunami, hurricane katrina, kosmir earthquake battle for natural disaster",sarcasm
"autopsy determines total loser's corpse contained no traces of drugs, alcohol","Autopsy determines the total body of the loser contains no trace of drugs, alcohol",sarcasm
