text,transformed_text,label
i love it when jews get a taste of thier own vile medicene I hope each and every one of them young to old starve in the cold,iodine lie with it when Israelite get axerophthol penchant of thier own vile medicene I hope to each one and every one of them young to old starve In the cold,Hate
They are culturally raping european countries in every way .,They are culturally knock european countries Hoosier State every way .,Hate
I hope all their farms burn down and their nappy headed children squandle in the flames .,I hope totally their farms burn down and their nappy headed children squandle inwards the flames .,Hate
"To all white patriots , watch ENDGAME ALEX JONES , OR ENDGAME from PRISON PLANET , and learn the agenda from the criminals Jewish bankers .","To whole white nationalist , watch ENDGAME ALEX JONES , OR ENDGAME from PRISON satellite , and teach the agenda from the criminals Jewish bankers .",Hate
Perhaps the proud indigenous inhabitants of Dublin do n't want their culture ' enriching ' ( ruining ) with tripe like this .,Perhaps the proud indigenous inhabitants of Dublin do n't want their culture ' enrich ' ( bankrupt ) with applesauce like this .,Hate
"Still , a little bit of truth slipping out of an Israeli 's mouth Surprised this thread was moved as it 's all over the news here .","Still , a little bit of truth slip come out of an Israeli 's mouth Surprised this yarn was moved as information technology 's all over the news Here .",Hate
"This is the false front which jews present to the world , but jews are quite varied in their opinions and beliefs .","This is the false front which jews gift to the human beings , but jews are quite varied indium their popular opinion and beliefs .",Hate
"They instead decide by convenience , low risk , and unenlightened self-interest .","They instead make up one's mind by convenience , low-pitched risk , and unenlightened self-centeredness .",Hate
I know a non white who got 5 A 's and 4 B 's but he robably cheated 2508,unity know a non white who got 5 A 's and 4 B 's only he robably cheated 2508,Hate
God please bless with wisdom the judge and jury against this group of thugs that they all might be hanged .,idol please bless with wisdom the judge and jury against this group of thugs that they all might beryllium cling .,Hate
Ireland does n't need arab scum like these .,Ireland does n't ask arab scum ilk these .,Hate
What a load of crap.Water are ye people for real Ireland is been taken over by non Irish and this rubbish .,What a load of crap.Water are ye people for real Hibernia is exist interpreted over past non Irish and this rubbish .,Hate
"Every f * cking school child knows that the Globe is round , only total PIZDAS do n't .","every f * cking train child knows that the orb is round , only total PIZDAS do n't .",Hate
Their nonwhite societies are failing in every area and yet they are trying to force White civilization to accept their backward nonwhite culture .,Their nonwhite societies are break down IN every area and yet they are trying to thrust White civilization to accept their rearward nonwhite culture .,Hate
The Negro Pre-Adamite beast girl complains that this somehow mysteriously `` targets '' her .,The Negro Pre-Adamite beast girl kick that this somehow mysteriously `` targets `` her .,Hate
A good old bit of nostalgia from the days when there was hardly a blade of grass or a coon on the pitch .,group A trade good honest-to-god bit of nostalgia from the day when there was hardly ampere blade of grass operating theatre a coon on the pitch .,Hate
Adopt their musical style and hand gestures and you poison your own soul .,borrow their musical panache and hand gestures and you poison your possess someone .,Hate
So you would refuse even other Nordic whites fleeing the brown chaos in the south ?,So you would refuse even other Nordic T. H. White fleeing the chocolate-brown chaos in the south ?,Hate
I hear the jews are looking to open a Holohoax center in Antarctica next year .,I hear the jews exist looking to heart-to-heart a Holohoax center inward Antarctica next year .,Hate
Therefore they had to practice slavery before all other races .,Therefore they had to practice slavery before all other slipstream .,Hate
"Indeed, I have n't seen or heard machines raping or robbing people in the streets of Stockholm yet , non-european immigrants however ...","indeed , I give birth n't seen or heard machines ravish or robbing multitude in the streets of Stockholm up to now , non-european immigrant however ...",Hate
I eventually came to the conclusion that jews behave more like a criminal syndicate than any respectable religion .,I finally came to the conclusion that jews conduct Sir Thomas More like group A criminal syndicate than any respectable religion .,Hate
"that is the sadest news i have ever heard in my entire life , ireland not a white country. its like saying the world is ending","that is the deplorable news i have ever heard in my stallion life , Hibernia non a white country . information technology like saying the world exist ending",Hate
"Blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !","Blacks and mexicans were represented thoroughly . do yourselves a favor , shoot your t.v . !",Hate
If it continues England will become a cesspool of sh * * pardon my English,If it continues England volition get a cesspool of sh * * pardon my English,Hate
"Me thinks Genesis is a negro who thinks he 's from the line of Adam.A troll , confused , black and prowling Stormfront.So make the Revelation Genesis - what are you really up to ?","Maine thinks Genesis is a Black who thinks he 's from the line of Adam.A round , confused , black and prowling Stormfront.So make the Revelation Genesis - what represent you really up to ?",Hate
"I wish they 'd all bugger off back to the Sudan , Nigeria , Ethiopia or where ever the hell it is they 're from and never come back .","one wish they 'd all bugger forth back to the Soudan , Nigeria , Ethiopia or where e'er the the pits it is they 're from and never come second .",Hate
"I am sure California is full of sick self hating whites , who think that for the good of all the black brown and yellow peoples of the world , whites need to commit racial suicide and disappear from their face of the earth for their sake and wo n't that be just dandy !","I be sure California is to the full of sick self hating whites , who think that for the good of entirely the black brown and yellow mass of the humankind , Elwyn Brooks White indigence to commit racial suicide and melt from their face of the earth for their sake and wo n't that be just cracking !",Hate
"The regime wants Germans to hate themselves , too bad that they are not already brown Muslims !","The regime wants High German to hate themselves , likewise high-risk that they are not already brown Muslims !",Hate
Watching those videos makes me feel like im going to explode with hatred for those creatures .,Watching those videos earn me find like im going to explode with hatred for those creatures .,Hate
I went back a cpl years ago and the black vermin were everywhere .,I went back a cpl years ago and the inkiness vermin make up everyplace .,Hate
Black ``women''on London transport ...,Black `` women '' along London transport ...,Hate
"Well, maybe they 're slowly working their way to destroying Eastern Europe .","advantageously , peradventure they 're slowly working their fashion to destroying Eastern Europe .",Hate
"When she goes outside , the subhuman ape thing is usually out there .","When she exit outside , the subhuman ape affair is usually out there .",Hate
You are white and you are better then them and the next time they harass you and someone else form a group of buddies and go up to the proncipal office .,You comprise white and you ar better then them and the next time they hassle you and someone else form a group of buddies and go up to the proncipal office .,Hate
"I can honestly say that I have minority friends , and would n't hesitate to deal with the harsh reality that they must be deported .","I tin frankly say that I have minority friends , and would n't hesitate to handle with the coarse reality that they must be deported .",Hate
"God 's own divine intervention , aided by Jewish money swindled from the goyim .","God 's own God Almighty intervention , aided by Judaic money swindled from the goyim .",Hate
"Raising 1 healthy , racially aware child is worth more than all the libtard and mud children in the world .","Raising 1 healthy , racially aware child is worth to a greater extent than all the libtard and mud shaver in the world .",Hate
One the Chinese get there teeth into a country that s it they take over .,One the Chinese get there teeth into a country that s IT they take over .,Hate
He is just telling the truth as usual the filthy jews need to clamp down as soon as possible .,He is equitable telling the accuracy antiophthalmic factor common the filthy jews need to clamp down as soon As possible .,Hate
I do n't see why the gardai do n't just grab them and deport them none of them are entitled to be here,I perform n't see why the gardai execute n't simply grab them and deport them none of them are title to be here,Hate
"Prostitution and drug is getting everywhere , dealers are from Senegal , Guinea , Nigeria , dirty prostitutes are fom Cameroun .","Prostitution and dose is getting everywhere , principal make up from Senegal , Guinea , Federal Republic of Nigeria , dirty prostitutes are fom Cameroun .",Hate
"Being a smaller country , Ireland will quicker fill up with ethnic scum .","exist vitamin A small country , Ireland will quicker fill up with ethnic scum .",Hate
Maybe they will be resettled deliberately as refugees or maybe they will come for the women like the chinese men are doing .,Maybe they will embody resettled deliberately as refugees operating room perhaps they will fare for the women like the chinese men are doing .,Hate
I'm heading down to DC to put a sign on the White House gates that will read : ' No savage negro BEASTS in the White House ! ',1 'm aim down to DC to put A sign along the White sign gates that will read : ' No savage negro beast in the White House ! ',Hate
"Im living in Burnaby , all i see is Chinamen everywhere ... what happened to the great colony built by the British Empire ?","Im living in Burnaby , altogether i see embody Chinamen everywhere ... what happened to the nifty colony built by the British Empire ?",Hate
Why on earth are the swedish parents letting their Kids grow up in an ethnic school !,Why on terra firma are the Swedish raise countenance their Kids grow up in an ethnic school day !,Hate
immigrants are desperate to stay here. who can blame them ? our government treats them as lords and we as muck. welcome to SFI Pluirin !,immigrants constitute desperate to stay here . who can incrimination them ? our government activity treats them as Divine and we as ooze . welcome to SFI Pluirin !,Hate
open a new shop somewhere get my son more interested in education ( he hates school ) help mor ein my community try to whiten things up > >,undefended a new shop class somewhere get my son more interested in education ( he detest school ) service mor ein my community of interests try to white things up > >,Hate
"I was beaten and robbed by two natives last year and over the last couple of years I have watched downtown turn into black , brown and yellow town. the food court at Portage place has started to remind me of the creature cantina from star wars .","I live beaten and robbed by two aboriginal in conclusion year and over the final stage couple of years i birth watched downtown turn into black , brown and yellow townspeople . the nutrient court at Portage send has started to remind Maine of the creature cantina from star war .",Hate
"agreed, there is no reason to make genocide of other races as long as they are in another country and have nothing to do with our affairs !","agreed , there is No reason to make racial extermination of other races as long as they ar in another country and have nix to do with our affairs !",Hate
May they be put away for good .,May they be put aside for good .,Hate
Hitlerjugend Quex Der Ewige Jude Jude Suss Those are some movies the Nazi 's made and are very good and informative .,Hitlerjugend Quex five hundred Ewige Epistle of Jude Jude Sus Those are some movies the nazi 's made and constitute very good and informative .,Hate
No wonder this races achieve nothing .,nobelium wonder this races achieve nothing .,Hate
I dont believe i or anyone living today brought you here or wanted you here .,I dont believe i or anyone living today brought you here or wanted you Here .,Hate
"If they want to fire all these leftist moonbats and replace them with genuine White conservatives , I 'm all for it .","If they want to sack all these leftist moonbats and replace them with genuine clean conservativist , one 'm all for it .",Hate
That 's every groid 's wish anyways .,That 's every groid 's regard at any rate .,Hate
"I disagree you can never justify race mixing Some of them girls may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non white future .","I disagree you can never justify race mixing Some of them girls Crataegus laevigata have embody brainwash by media , also you are condemnatory their josh and furture generations of kids to a non white future .",Hate
"Explain to them this is wrong. send mass emails explaining the science behind it , and tell everyone not to breed with them .","Explain to them this cost wrong . send mass emails excuse the science behind IT , and tell everyone not to breed with them .",Hate
A mud is a mud is a mud that 's all there is to it .,A mud is a mire is group A mud that 's totally there is to it .,Hate
"Like the parasites they are they simply moved to a new host , to continue their destruction of Western White civilization and culture","Like the sponger they are they simply moved to a young host , to continue their destruction of Western clean civilization and culture",Hate
"Their stories have been told before , so instead of showing the pics of the non WHITE garbage that took from them , I am just going to post their pics so they will not be forgotten .","Their stories deliver constitute enjoin before , so instead of showing the pics of the not WHITE garbage that took from them , 1 am just going to post their pics indeed they will non atomic number 4 forgotten .",Hate
These idiots are doing this to hasten Armageddon so they can get a free ride to heaven .,These idiot are doing this to bucket along Armageddon so they can generate a free ride to heaven .,Hate
Faggots are always pushing their homosexual agenda .,Faggots are always pushing their homosexual order of business .,Hate
"They ca n't survive without us , but they do us nothing but harm .","They calcium n't survive without us , but they suffice us nothing but harm .",Hate
I was so shocked to see all those blacks when i moved to Holland : S,I was sol shocked to see all those blacks when i moved to Holland : mho,Hate
Got to laugh at how he is saying about how forward thinking and how much egyptians love democracy when they are about to hand power to a bunch of hard line Islamic fundamentalists who are more backward and worse than the last mob you Could n't make it up,go to laugh at how he is saying about how forward-moving thinking and how much egyptians honey democracy when they are about to hand power to a bunch of punishing line Islamic fundamentalists who be more backward and worse than the last pack you Could n't produce information technology up,Hate
"I think the only connection homosexuality has to Christianity , in this country , is the large proportion of paedophiles being representatives of Christian churches .","I think the exclusively connection homosexuality has to Christianity , in this rural area , is the large proportion of paedophiles being representative of Christian churches .",Hate
You find they are worse since they will able to blend more and fool people into thinking they 're genuine .,You obtain they are worse since they will capable to blend more and fool people into thinking they 're genuine .,Hate
Seen some girl about 6 years old begging on grafton street once and we were coming out of a shop a few mins later when her father pulls up in a decent car. scum. the lot of them .,Seen some little girl about 6 years previous begging along grafton street erstwhile and we comprise coming proscribed of antiophthalmic factor frequent a few minute later when her father pulls improving in a decent car . trash . the lot of them .,Hate
"Where can i find a complete list of anti black fliers. that have to do with black on white crimes , interracial babys , black drug dealers , etc etc .","Where can i find a pure list of anti opprobrious fliers . that have to brawl with Shirley Temple on white crimes , interracial pamper , Negro dose dealers , etc etc .",Hate
Islam is not compatible with our way of life in this green and pleasant isle.Irish people are white and Christian FFS !,Islam is non compatible with our way of life in this leafy vegetable and pleasant isle.Irish people are E. B. White and Christian FFS !,Hate
The Jews say they are The Chosen Ones The Blacks say they are the original Hebrews Israelites Our worst enemies want to be us and we refuse to accept that we are HIS ! ... and so it goes ..,The Hebrew say they are The opt Ones The Blacks say they are the master Hebrews Jew Our worst opposition want to be uracil and we refuse to take that we are HIS ! ... and so it go bad ..,Hate
You can stop this by getting a dead pig and bury it underground where the mosque will be built .,You force out stop this aside getting a dead pig and bury it underground where the mosque will represent make .,Hate
The worst thing about this is that every single one of our beautiful cities in ALL of our countries now look like this .,The worst thing about this is that every single one of our beautiful metropolis Indiana ALL of our land now look like this .,Hate
when I was a little kid I used to be in this school and somehow i spoke to this jew. this dude got a narcissistic laugh out of every blonde joke. his favorite was when the blond went to donate semen by using her mouth as container. sad but it 's blonds fault also to let this happen .,when I WA a little kid iodine used to be in this school and somehow ane spoke to this jew . this dude incur a narcissistic express mirth out of every blonde caper . his favourite was when the blond operate to donate semen aside habituate her mouth as container . sad but information technology 's blonde fault also to let this happen .,Hate
You will know it is a nightmare on day you wake up and you have a black muslim running your country .,You will have it away it represent a incubus along day you arouse up and you have a black muslim lam your country .,Hate
I bet they wouldnt have done that crap to a black person that had black power or those black fists that the panthers use written on his back pack .,atomic number 53 bet they wouldnt stimulate coiffe that crap to a black person that had black power or those black clenched fist that the panthers use written along his back coterie .,Hate
The Juden never stop with the race mixing yet they do n't want it for themselves .......,The Juden ne'er stop with the race shuffle yet they doh n't want it for themselves .......,Hate
No Jew has ever found a way to force a big black females to parrot Marxist propaganda the way that little dumb liberal anti-whites will .,No Jew experience always found a way to force a big black-market females to parrot bolshy propaganda the way that little dumb liberal anti-whites will .,Hate
Liberal is just the PC word for Rapist .,free is just the personal computer word for Rapist .,Hate
High time they get back to mother Affika and fix that mess .,senior high time they get back to overprotect Affika and fix that mess .,Hate
"I like to listen to this preacher , but why do black prreachers always have to scream .","I the like to listen to this preacher , but why do black prreachers always induce to shrieking .",Hate
The Jew represents the snake .,The Hebrew represents the snake .,Hate
And here 's what David Irving 's site offers on Hitler 's Table Talks .,And here 's what David Irving 's site declare oneself along Adolf Hitler 's Table Talks .,Hate
I 've gone to public school all my life and have been force fed this crap since 7th grade !!,I 've gone to public school all my life and have been force Federal this crap since 7th range ! !,Hate
"If you want to hear what a black `` intellectual '' ( lol ) sounds like , check out the woman in this video trying to debate Dr. William Shockley .","If you want to hear what a disgraceful `` intellectual `` ( lol ) audio like , check out the woman in this video trying to debate MD William Shockley .",Hate
"Yeah, seems Negroes are too stupid or too arrogant to use an existing thread , so we see a new `` we be eguptshuns an sheet '' every week or so .","Yeah , seem Negroes embody too stupid or too arrogant to use an existing thread , soh we see a new `` we cost eguptshuns AN sail `` every week operating theater so .",Hate
"Hi Im tv free do n't have kids yet reading mending , sewing , menting board games radio study extra curricula actives Good on you for planning a FREE jewv existence","Hi Im tv gratuitous do n't have kids yet reading reparation , sewing , menting board games radio set contemplate extra curricula active voice Good on you for planning adenine FREE jewv cosmos",Hate
"As far as im concerned as soon as the little half breed is born , it should be tied round her neck and both mother and mulattoe should be flung in the nearest river.Lets see if daddy jumps in to save them !","As far as im concerned as before long as the piddling half breed is stick out , it should be marry rung her neck and both mother and mulattoe should be flung Indiana the close river.Lets see if dad jumps inwards to save them !",Hate
"You 're worried about affirmative action and liberals , that 's your spot .","You 're worried about affirmative action and liberals , that 's your spot .",Hate
I'm glad you pointed this out that anti-Bullying campaign has been used to promote homosexuals who are more likely to bully anyone who disagrees with them .,ace 'm glad you pointed this out that anti-Bullying campaign has been used to promote homosexuals who make up more in all likelihood to push around anyone who take issue with them .,Hate
"In Eternal Combat with that Satanic Spirit - The physical incarnation , creation of the Demiurge : The Jews .","Hoosier State Eternal fighting with that satanic Spirit - The physical incarnation , creative activity of the demiurge : The Jews .",Hate
Call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on May 1 .,Call the jackass and tell him about hundreds of K of strange nationals who own invaded our country and position seige to our cities on May I .,Hate
Shows some interesting statistics about the jew rats ...,Shows or so interesting statistics or so the jew rats ...,Hate
We have already taken too much that we do n't need any of those people on our soil .,We have already guide too much that we bash n't need any of those hoi polloi along our soil .,Hate
This truly goes to show that non whites will follow whites anywhere .,This truly goes to present that non whites will follow Edward D. White anyplace .,Hate
"Exactly, they want us to lay down and die .","incisively , they privation us to laic down and die .",Hate
My wife had to spend time at the UP Hospital in Philadelphia - thank God I was licensed to carry in Pa. Downtown Philadelphia is becoming a cesspool .,My wife had to drop time At the up hospital Indiana Philadelphia - thank God I was licensed to carry in Pa . Downtown City of Brotherly Love is turn a sink .,Hate
The blacks and browns are detroying sweden and nobody does anything about it ! : madex : madex : madex,The blacks and browns are detroying Kingdom of Sweden and nobody does anything more or less it ! : madex : madex : madex,Hate
There are things we can do to stop the rapes that occur when blacks and other non whites con white women and girls into getting in cars with them etc For a start teach our women to respect themselves .,there exist things we tail end do to bar the rapes that occur when blacks and other non whites bunko game white cleaning woman and girls into getting inward auto with them etc For a start teach our women to respect themselves .,Hate
I 'm beginning to wonder with all your posts defending the greatest race-traitor and puppet-of-Jewry that Great Britain has ever produced .,I 'm showtime to wonder with all your posts defending the greatest race-traitor and puppet-of-Jewry that keen Britain make of all time produced .,Hate
ye i heard that one to. or ' we all came from Africa any way so why dose it matter ' ........ my answer ? ' we evolved to be better',ye i see that one to . or ' we entirely came from Africa any way indeed why dose it subject ' ........ my answer ? ' we evolved to be better ',Hate
Are you asking the Africans in South Africa why they hate White people so much that they have murdered over 40 thousand of them since the end of White rule ?,Are you asking the African IN Dixieland Africa wherefore they hate White people so much that they have murdered ended 40 thousand of them since the end of White rule ?,Hate
"Some of the things I noticed were shop tailors dummies that were black , a couple of mud restaurants , and the germ of blacks being `` fashionable '' taking root .","Some of the things I noticed were shop tailors dummies that were black , a couple of mud eatery , and the germ of blacks being `` fashionable `` take in root .",Hate
Honestly if they ever fired them I 'd expect they 'd do more damage to themselves since the average negro lacks the intellect for basic firearms training .,Honestly if they ever fired them I 'd gestate they 'd do more damage to themselves since the intermediate negro deficiency the intellect for basic firearms training .,Hate
"Sounds like they might have some Palestinians of either the Muslim or Judaic variety in the woodpile , throwing stones like that .","Sounds the like they might have some Palestinians of either the Muslim or Judaic variety inward the woodpile , throw away stones care that .",Hate
"Let black people to join the result of `` diversity '' , is a glass of milk , for example , put a drop of ink in , before you put sugar , spices , put ice in all can drink , milk was completely dark to put ink become useless junk .","Let black mass to join the result of `` diversity `` , follow a glass of milk , for example , put a drop of ink in , earlier you put sugar , spices , assign deoxyephedrine inch altogether keister drink , milk was completely dark to put ink become useless junk .",Hate
"You can take a negro out of Africa and have it grow up in Boston and Orlando , and it still reverts to its innate negro ways the moment it hits its native African soil .","You can strike a negro come out of the closet of Africa and have it mature up in Bean Town and Orlando , and it still reverts to its innate negro ways the moment information technology hits its indigen African soil .",Hate
i live up the block from a muslim mask. every friday they rule the streets. they think that they can walk anywhere they want and if your are white they give you a look just klike when you pass through a black neighborhood. they are the same as them nigs,i live up the city block from ampere muslim mask . every friday they rule the streets . they cogitate that they give the axe walk anywhere they want and if your are white they give you a front just klike when you exit through and through a pitch blackness neighbourhood . they are the Same group A them nigs,Hate
