text,transformed_text,label
"To all white patriots , watch ENDGAME ALEX JONES , OR ENDGAME from PRISON PLANET , and learn the agenda from the criminals Jewish bankers .","To all white patriots, watch ENDGAME ALEX JONES, OR ENDGAME from PRISON PLANET, and learn the agenda of Jewish bankers criminals.",Hate
Perhaps the proud indigenous inhabitants of Dublin do n't want their culture ' enriching ' ( ruining ) with tripe like this .,Perhaps the proud indigenous inhabitants of Dublin do not want their culture 'enriching' (to ruin) with guts like this one.,Hate
"Still , a little bit of truth slipping out of an Israeli 's mouth Surprised this thread was moved as it 's all over the news here .","Yet, a little truth that came out of the mouth of an Israeli Surprised this thread has been moved as it is everywhere in the news here.",Hate
"This is the false front which jews present to the world , but jews are quite varied in their opinions and beliefs .","This is the false front that Jews present to the world, but Jews are very varied in their opinions and beliefs.",Hate
"They instead decide by convenience , low risk , and unenlightened self-interest .","Rather, they decide for convenience, low risk, and uninformed personal interest.",Hate
I know a non white who got 5 A 's and 4 B 's but he robably cheated 2508,"I know a white man who got 5 A and 4 B, but he's got 2508.",Hate
God please bless with wisdom the judge and jury against this group of thugs that they all might be hanged .,God bless the judge and jury wisely against this group of thugs so that they may all be hanged.,Hate
Ireland does n't need arab scum like these .,Ireland does not need an Arab scoundrel like this.,Hate
What a load of crap.Water are ye people for real Ireland is been taken over by non Irish and this rubbish .,What a load of shit.Water are you people for real Ireland is taken care of by not Irish and this waste.,Hate
"Every f * cking school child knows that the Globe is round , only total PIZDAS do n't .","Every kid in school knows the Globe is round, only the total PIZDAS doesn't.",Hate
Their nonwhite societies are failing in every area and yet they are trying to force White civilization to accept their backward nonwhite culture .,Their non-white societies fail in all areas and yet they try to force white civilization to accept their backward non-white culture.,Hate
The Negro Pre-Adamite beast girl complains that this somehow mysteriously `` targets '' her .,The pre-Adamite Negro beast complains that this mysteriously ``target'' it.,Hate
A good old bit of nostalgia from the days when there was hardly a blade of grass or a coon on the pitch .,A good old piece of nostalgia of days when there was barely a blade of grass or a coon on the ground.,Hate
Adopt their musical style and hand gestures and you poison your own soul .,Adopt their musical style and hand gestures and poison your own soul.,Hate
So you would refuse even other Nordic whites fleeing the brown chaos in the south ?,So you'd even refuse other northern whites fleeing the brown chaos in the south?,Hate
I hear the jews are looking to open a Holohoax center in Antarctica next year .,I heard the Jews are trying to open a Holohoax center in Antarctica next year.,Hate
Therefore they had to practice slavery before all other races .,"As a result, they had to practice slavery before all other races.",Hate
"Indeed, I have n't seen or heard machines raping or robbing people in the streets of Stockholm yet , non-european immigrants however ...","Indeed, I have not yet seen or heard machines raping or robbing people in the streets of Stockholm, non-European immigrants however ...",Hate
I eventually came to the conclusion that jews behave more like a criminal syndicate than any respectable religion .,I finally came to the conclusion that Jews behave more like a criminal union than any respectable religion.,Hate
"that is the sadest news i have ever heard in my entire life , ireland not a white country. its like saying the world is ending","This is the saddest news I've ever heard in my whole life, Ireland is not a white country.",Hate
"Blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !","Blacks and Mexicans were fully represented. Do yourself a favor, shoot your tv!",Hate
If it continues England will become a cesspool of sh * * pardon my English,If he continues England will become a reservoir of sh * * pardon my English,Hate
"Me thinks Genesis is a negro who thinks he 's from the line of Adam.A troll , confused , black and prowling Stormfront.So make the Revelation Genesis - what are you really up to ?","I think Genesis is a nigger who thinks it is Adam's line.A troll, confused, black and prowling Stormfront.So do the Genesis Revelation - what are you really doing?",Hate
"I wish they 'd all bugger off back to the Sudan , Nigeria , Ethiopia or where ever the hell it is they 're from and never come back .","I would like them all to return to Sudan, Nigeria, Ethiopia or where they come from and never come back.",Hate
"I am sure California is full of sick self hating whites , who think that for the good of all the black brown and yellow peoples of the world , whites need to commit racial suicide and disappear from their face of the earth for their sake and wo n't that be just dandy !","I'm sure California is full of self-hate sick whites, who think that for the good of all the black and yellow brown peoples of the world, whites need to commit racial suicide and disappear from their face of the earth for their own good and won't it just dandy!",Hate
"The regime wants Germans to hate themselves , too bad that they are not already brown Muslims !","The regime wants the Germans to hate each other, a pity that they are not already brown Muslims!",Hate
Watching those videos makes me feel like im going to explode with hatred for those creatures .,Watching these videos makes me feel like I'm going to explode with hate for these creatures.,Hate
I went back a cpl years ago and the black vermin were everywhere .,I came back years ago and the black vermin was everywhere.,Hate
Black ``women''on London transport ...,Black ``women''' in London transport ...,Hate
"Well, maybe they 're slowly working their way to destroying Eastern Europe .",Perhaps they are working slowly to destroy Eastern Europe.,Hate
"When she goes outside , the subhuman ape thing is usually out there .","When she comes out, the subhuman monkey thing is usually there.",Hate
You are white and you are better then them and the next time they harass you and someone else form a group of buddies and go up to the proncipal office .,You are white and you are better than them and the next time they harass you and someone else form a group of buddies and get into the pronunciation office.,Hate
"I can honestly say that I have minority friends , and would n't hesitate to deal with the harsh reality that they must be deported .","I can honestly say that I have minority friends, and would not hesitate to face the harsh reality that they must be expelled.",Hate
"God 's own divine intervention , aided by Jewish money swindled from the goyim .","God's divine intervention, aided by the crooked Jewish money of the goyim.",Hate
"Raising 1 healthy , racially aware child is worth more than all the libtard and mud children in the world .","Raising 1 healthy, race-conscious child is worth more than all children libtard and mud in the world.",Hate
One the Chinese get there teeth into a country that s it they take over .,One of the Chinese is arriving in a country they take care of.,Hate
He is just telling the truth as usual the filthy jews need to clamp down as soon as possible .,He just tells the truth as usual dirty Jews need to tighten as soon as possible.,Hate
I do n't see why the gardai do n't just grab them and deport them none of them are entitled to be here,I don't see why the guard won't catch them and take them away from any of them has the right to be here.,Hate
"Prostitution and drug is getting everywhere , dealers are from Senegal , Guinea , Nigeria , dirty prostitutes are fom Cameroun .","Prostitution and drugs are everywhere, dealers are from Senegal, Guinea, Nigeria, dirty prostitutes are fom Cameroon.",Hate
"Being a smaller country , Ireland will quicker fill up with ethnic scum .","Being a smaller country , Ireland will fill up more quickly with ethnic garbage .",Hate
Maybe they will be resettled deliberately as refugees or maybe they will come for the women like the chinese men are doing .,Maybe they'll be deliberately resettled as refugees or maybe they'll come for women like Chinese men do.,Hate
I'm heading down to DC to put a sign on the White House gates that will read : ' No savage negro BEASTS in the White House ! ',I'm heading to DC to put a sign on the doors of the White House that will read: 'No wild niggers in the White House!',Hate
"Im living in Burnaby , all i see is Chinamen everywhere ... what happened to the great colony built by the British Empire ?","I live in Burnaby, all I see is Chinese everywhere... what happened to the great colony built by the British Empire?",Hate
Why on earth are the swedish parents letting their Kids grow up in an ethnic school !,Why on earth Swedish parents let their children grow up in an ethnic school!,Hate
immigrants are desperate to stay here. who can blame them ? our government treats them as lords and we as muck. welcome to SFI Pluirin !,The immigrants are desperate to stay here. Who can blame them? Our government treats them as lords and we as thugs. Welcome to SFI Plirin!,Hate
open a new shop somewhere get my son more interested in education ( he hates school ) help mor ein my community try to whiten things up > >,open a new shop somewhere make my son more interested in education (he hates school ) help mor ein my community try to whitewash things > >,Hate
"I was beaten and robbed by two natives last year and over the last couple of years I have watched downtown turn into black , brown and yellow town. the food court at Portage place has started to remind me of the creature cantina from star wars .","I was beaten and stolen by two natives last year and over the last two years, I watched the city centre turn into a black, brown and yellow city.The food court in Portage Place began to remind me of the cantina creature of the star wars.",Hate
"agreed, there is no reason to make genocide of other races as long as they are in another country and have nothing to do with our affairs !","All right, there is no reason to genocide other races as long as they are in another country and have nothing to do with our affairs!",Hate
May they be put away for good .,Let them be put aside for good.,Hate
Hitlerjugend Quex Der Ewige Jude Jude Suss Those are some movies the Nazi 's made and are very good and informative .,Hitlerjugend Quex Der Ewige Jude Jude Suss These are some films that the Nazis have made and are very good and informative.,Hate
No wonder this races achieve nothing .,No wonder these races don't reach anything.,Hate
I dont believe i or anyone living today brought you here or wanted you here .,I don't think I or someone living today brought you here or wanted you to be here.,Hate
"If they want to fire all these leftist moonbats and replace them with genuine White conservatives , I 'm all for it .","If they want to pull all these leftist moon bats and replace them with real white conservatives, I'm all for it.",Hate
That 's every groid 's wish anyways .,It's the wish of all the groids anyway.,Hate
"I disagree you can never justify race mixing Some of them girls may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non white future .","I do not agree that you can never justify the mix of race Some of them girls may have been brainwashed by the media, so you condemn their children and generations of child fur to a non-white future.",Hate
"Explain to them this is wrong. send mass emails explaining the science behind it , and tell everyone not to breed with them .","Explain to them that it's wrong. Send mass emails explaining the science behind it, and tell everyone not to reproduce with them.",Hate
A mud is a mud is a mud that 's all there is to it .,A mud is a mud is a mud which is all it has.,Hate
"Like the parasites they are they simply moved to a new host , to continue their destruction of Western White civilization and culture","Like parasites, they are simply moved to a new host, to continue their destruction of Western white civilization and culture",Hate
"Their stories have been told before , so instead of showing the pics of the non WHITE garbage that took from them , I am just going to post their pics so they will not be forgotten .","Their stories were told before, so instead of showing the photos of the non-WHITE trash that took them, I'm just going to post their photos so they're not forgotten.",Hate
These idiots are doing this to hasten Armageddon so they can get a free ride to heaven .,These idiots do this to hasten Armageddon so they can get a free ride to heaven.,Hate
Faggots are always pushing their homosexual agenda .,Faggots always put pressure on their homosexual agenda.,Hate
"They ca n't survive without us , but they do us nothing but harm .","They don't survive without us, but they only hurt us.",Hate
I was so shocked to see all those blacks when i moved to Holland : S,I was so shocked to see all those black people when I moved to Holland: S,Hate
Got to laugh at how he is saying about how forward thinking and how much egyptians love democracy when they are about to hand power to a bunch of hard line Islamic fundamentalists who are more backward and worse than the last mob you Could n't make it up,I must laugh at what he says about how Egyptians love democracy when they are about to give power to a group of hard-line Islamic fundamentalists who are more backward and worse than the last mafia you could not invent.,Hate
"I think the only connection homosexuality has to Christianity , in this country , is the large proportion of paedophiles being representatives of Christian churches .",I think that the only connection between homosexuality and Christianity in this country is the large proportion of paedophiles being representatives of Christian churches.,Hate
You find they are worse since they will able to blend more and fool people into thinking they 're genuine .,You think they're worse because they're gonna be able to mix more and more stupid people thinking they're authentic.,Hate
Seen some girl about 6 years old begging on grafton street once and we were coming out of a shop a few mins later when her father pulls up in a decent car. scum. the lot of them .,I saw a girl about 6 years begging on street graft once and we went out of a store a few minutes later when her father arrived in a decent car. scum. many of them.,Hate
"Where can i find a complete list of anti black fliers. that have to do with black on white crimes , interracial babys , black drug dealers , etc etc .","Where can I find a complete list of anti-black flyers. that have to do with black on white crimes, interracial babies, black drug traffickers, etc.",Hate
Islam is not compatible with our way of life in this green and pleasant isle.Irish people are white and Christian FFS !,Islam is not compatible with our way of life on this green and pleasant island.The Irish are white and FFS Christians!,Hate
The Jews say they are The Chosen Ones The Blacks say they are the original Hebrews Israelites Our worst enemies want to be us and we refuse to accept that we are HIS ! ... and so it goes ..,The Jews say they are The Chosen Blacks say they are the first Hebrew Israelites Our worst enemies want to be us and we refuse to accept that we are GOD! ... and so goes ..,Hate
You can stop this by getting a dead pig and bury it underground where the mosque will be built .,You can stop this by getting a dead pig and bury it underground where the mosque will be built.,Hate
The worst thing about this is that every single one of our beautiful cities in ALL of our countries now look like this .,The worst thing is that each of our beautiful cities in ALL our countries now looks like that.,Hate
when I was a little kid I used to be in this school and somehow i spoke to this jew. this dude got a narcissistic laugh out of every blonde joke. his favorite was when the blond went to donate semen by using her mouth as container. sad but it 's blonds fault also to let this happen .,"When I was a kid, I was in this school and somehow I talked to that Jew. This guy had a narcissistic laugh of every blonde joke. his favorite was when the blonde went to give sperm using her mouth as a container. sad but it's the blond fault also to let that happen.",Hate
You will know it is a nightmare on day you wake up and you have a black muslim running your country .,You'll know it's a nightmare the day you wake up and have a black Muslim running your country.,Hate
I bet they wouldnt have done that crap to a black person that had black power or those black fists that the panthers use written on his back pack .,I bet they wouldn't have done that shit to a black person who had a black power or those black fists that panthers use written on his back.,Hate
The Juden never stop with the race mixing yet they do n't want it for themselves .......,The Juden never stops with the mix of the race but they don't want it for themselves .......,Hate
No Jew has ever found a way to force a big black females to parrot Marxist propaganda the way that little dumb liberal anti-whites will .,No Jew has ever found a way to force a large black female to parrot Marxist propaganda in the way that the little silent anti-white liberals will do.,Hate
Liberal is just the PC word for Rapist .,Liberal is just the word PC for the rapist.,Hate
High time they get back to mother Affika and fix that mess .,It is high time they returned to Mother Affika and repaired this disorder.,Hate
"I like to listen to this preacher , but why do black prreachers always have to scream .","I like to listen to this preacher, but why black prostitutes always have to scream.",Hate
The Jew represents the snake .,The Jew represents the serpent.,Hate
And here 's what David Irving 's site offers on Hitler 's Table Talks .,And here's what David Irving's website offers on Hitler's Table Talks.,Hate
I 've gone to public school all my life and have been force fed this crap since 7th grade !!,I've been to public school all my life and I've been forced to feed this shit since the seventh year!!,Hate
"If you want to hear what a black `` intellectual '' ( lol ) sounds like , check out the woman in this video trying to debate Dr. William Shockley .","If you want to know what a black ""intellectual"" looks like, watch the woman in this video trying to debate Dr. William Shockley.",Hate
"Yeah, seems Negroes are too stupid or too arrogant to use an existing thread , so we see a new `` we be eguptshuns an sheet '' every week or so .","Yes, seems blacks are too stupid or too arrogant to use an existing thread, so we see a new ``we are eguptshuns a leaf '' each week about.",Hate
"Hi Im tv free do n't have kids yet reading mending , sewing , menting board games radio study extra curricula actives Good on you for planning a FREE jewv existence","Hi Im tv free do not have children still read repairs, sewing, lying board games radio study the additional active programs Good on you for planning a free Jewv existence",Hate
"As far as im concerned as soon as the little half breed is born , it should be tied round her neck and both mother and mulattoe should be flung in the nearest river.Lets see if daddy jumps in to save them !","As far as the birth of the small half race is concerned, it should be tied around its neck and both mother and mulatto should be thrown into the nearest river.Let's see if Dad jumps in to save them!",Hate
"You 're worried about affirmative action and liberals , that 's your spot .","You're worried about positive action and the Liberals, it's your place.",Hate
I'm glad you pointed this out that anti-Bullying campaign has been used to promote homosexuals who are more likely to bully anyone who disagrees with them .,I am glad that you pointed out that the anti-Bullying campaign was used to promote homosexuals who are more likely to intimidate those who disagree with them.,Hate
"In Eternal Combat with that Satanic Spirit - The physical incarnation , creation of the Demiurge : The Jews .","In the eternal fight with this satanic spirit - The physical incarnation, the creation of the Demiurge: The Jews.",Hate
Call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on May 1 .,Call the idiot and tell him there are hundreds of thousands of foreign nationals who invaded our country and laid seige in our cities on May 1st.,Hate
Shows some interesting statistics about the jew rats ...,Shows some interesting statistics on Jewish rats ...,Hate
We have already taken too much that we do n't need any of those people on our soil .,We've already taken too many things that we don't need these people on our soil.,Hate
This truly goes to show that non whites will follow whites anywhere .,This will really show that non-whites will follow whites anywhere.,Hate
"Exactly, they want us to lay down and die .","Exactly, they want us to go to bed and die.",Hate
My wife had to spend time at the UP Hospital in Philadelphia - thank God I was licensed to carry in Pa. Downtown Philadelphia is becoming a cesspool .,My wife had to spend time at the UP hospital in Philadelphia - thank God I was allowed to carry to Pa.,Hate
The blacks and browns are detroying sweden and nobody does anything about it ! : madex : madex : madex,Blacks and browns destroy Sweden and no one does anything about it! : madex : madex : madex,Hate
There are things we can do to stop the rapes that occur when blacks and other non whites con white women and girls into getting in cars with them etc For a start teach our women to respect themselves .,There are things we can do to stop the rapes that happen when blacks and other non-whites against white women and girls riding in cars with them etc. For a start teaching our women to respect themselves.,Hate
I 'm beginning to wonder with all your posts defending the greatest race-traitor and puppet-of-Jewry that Great Britain has ever produced .,I'm beginning to wonder with all your positions defending the greatest race-trailer and Jewish puppet that Britain has ever produced.,Hate
ye i heard that one to. or ' we all came from Africa any way so why dose it matter ' ........ my answer ? ' we evolved to be better',"I heard we all came from Africa, so why does the dose matter? My answer? We've evolved to be better.",Hate
Are you asking the Africans in South Africa why they hate White people so much that they have murdered over 40 thousand of them since the end of White rule ?,"Are you asking South Africans why they hate white people so much that they have murdered more than 40,000 people since the end of white rule?",Hate
"Some of the things I noticed were shop tailors dummies that were black , a couple of mud restaurants , and the germ of blacks being `` fashionable '' taking root .","Some of the things I noticed were store models that were black, some mud restaurants, and the black germ being ""fashion"" take root.",Hate
Honestly if they ever fired them I 'd expect they 'd do more damage to themselves since the average negro lacks the intellect for basic firearms training .,"Honestly, if they ever sent them back, I expected them to do more harm because the average Negro doesn't have the intellect for basic training on firearms.",Hate
"Sounds like they might have some Palestinians of either the Muslim or Judaic variety in the woodpile , throwing stones like that .","Looks like they could have Palestinians of Muslim or Judaic variety in the wood pile, throwing stones like that.",Hate
"Let black people to join the result of `` diversity '' , is a glass of milk , for example , put a drop of ink in , before you put sugar , spices , put ice in all can drink , milk was completely dark to put ink become useless junk .","Let black people join the result of ``diversity '', is a glass of milk, for example, put a drop of ink, before putting sugar, spices, putting ice in all drinks, the milk was completely dark to put ink become useless junk food.",Hate
"You can take a negro out of Africa and have it grow up in Boston and Orlando , and it still reverts to its innate negro ways the moment it hits its native African soil .","You can take an African nigger and grow him up in Boston and Orlando, and he's still back to his negro ways as he touches his native African soil.",Hate
i live up the block from a muslim mask. every friday they rule the streets. they think that they can walk anywhere they want and if your are white they give you a look just klike when you pass through a black neighborhood. they are the same as them nigs,I live in the block of a musculoskeletal mask. Every Friday they rule the streets. They think they can walk anywhere they want and if your are white they give you a look just klik when you pass through a black quarter. They are the same as the nigs.,Hate
i have been talking about it for years. the filthy muslims putting their sight on africa. in some ways they are worst then blacks .,"I've been talking about it for years, dirty Muslims looking at Africa, in a way, they're the worst blacks.",Hate
No doubt they 'll be coming up with chocolate-colored Leprechauns and a Chinese flavored Uncle Sam 's too .,Probably they'll come with chocolate-coloured Leprechauns and a Chinese-flavoured Uncle Sam too.,Hate
Swim back to Liberia--with a jew under each arm !,Swim Liberia with a Jew under each arm!,Hate
"Thank you for posting this ! this disgusting lie will hopefully one day be addressed and corrected , at that point I would hope the world will see the Jews for what they really are .","Thank you for posting this! This disgusting lie will one day be treated and corrected, at that time I hope the world will see the Jews for what they really are.",Hate
