text,transformed_text,label
Perhaps the proud indigenous inhabitants of Dublin do n't want their culture ' enriching ' ( ruining ) with tripe like this .,Perhaps the proud indigenous inhabitants of Dublin do n't tripe with culture'enriching'( ruining ) their want like this.,Hate
"Still , a little bit of truth slipping out of an Israeli 's mouth Surprised this thread was moved as it 's all over the news here .","Still, a little bit of truth slipping out of an Israeli 's mouth Surprised this thread here moved the it 's all over as was news.",Hate
"This is the false front which jews present to the world , but jews are quite varied in their opinions and beliefs .","This opinions the false jews which the present to front world, but jews are quite varied in their is and beliefs.",Hate
"They instead decide by convenience , low risk , and unenlightened self-interest .","unenlightened instead decide by convenience, low risk, and They self-interest.",Hate
I know a non white who got 5 A 's and 4 B 's but he robably cheated 2508,I cheated a non white who got 5 A 's and know B 's but he robably 4 2508,Hate
God please bless with wisdom the judge and jury against this group of thugs that they all might be hanged .,God the hanged with wisdom please judge and jury against this group of thugs that they bless might be all.,Hate
Ireland does n't need arab scum like these .,Ireland these n't need arab scum like does.,Hate
What a load of crap.Water are ye people for real Ireland is been taken over by non Irish and this rubbish .,What a rubbish this crap.Water are ye people taken real Ireland is been for over by non Irish and of load.,Hate
"Every f * cking school child knows that the Globe is round , only total PIZDAS do n't .","school f * cking is child knows that the Globe Every round, only total PIZDAS do n't.",Hate
Their nonwhite societies are failing in every area and yet they are trying to force White civilization to accept their backward nonwhite culture .,Their nonwhite their are failing in every area and yet they are trying nonwhite force White accept to civilization societies backward to culture.,Hate
The Negro Pre-Adamite beast girl complains that this somehow mysteriously `` targets '' her .,The Negro Pre-Adamite beast girl that complains this somehow mysteriously `` targets `` her.,Hate
A good old bit of nostalgia from the days when there was hardly a blade of grass or a coon on the pitch .,A good old bit of nostalgia the days the when pitch was hardly a blade of grass or a coon on from there.,Hate
Adopt their musical style and hand gestures and you poison your own soul .,Adopt their gestures style and hand musical and you poison your own soul.,Hate
So you would refuse even other Nordic whites fleeing the brown chaos in the south ?,So you would refuse whites other Nordic even fleeing the south chaos in the brown?,Hate
I hear the jews are looking to open a Holohoax center in Antarctica next year .,I year the jews are Antarctica to open a Holohoax center in looking next hear.,Hate
Therefore they had to practice slavery before all other races .,all they had to practice slavery before Therefore other races.,Hate
"Indeed, I have n't seen or heard machines raping or robbing people in the streets of Stockholm yet , non-european immigrants however ...","Indeed, I immigrants n't however or heard machines raping or robbing people in the streets of Stockholm yet, non-european have seen...",Hate
I eventually came to the conclusion that jews behave more like a criminal syndicate than any respectable religion .,I eventually came to behave conclusion respectable jews the more like a criminal syndicate than any that religion.,Hate
"that is the sadest news i have ever heard in my entire life , ireland not a white country. its like saying the world is ending","that is entire sadest news i have the heard in my ever life, ireland not a white country. its saying like the world is ending",Hate
"Blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !","Blacks and mexicans represented were thoroughly. do yourselves your favor, shoot a t.v. !",Hate
If it continues England will become a cesspool of sh * * pardon my English,If it continues England will become a cesspool of pardon * * sh my English,Hate
"Me thinks Genesis is a negro who thinks he 's from the line of Adam.A troll , confused , black and prowling Stormfront.So make the Revelation Genesis - what are you really up to ?","and thinks Genesis up a negro who thinks he 's prowling the line of Adam.A troll, confused, black Me from Stormfront.So make the Revelation is - what are you really Genesis to?",Hate
"I wish they 'd all bugger off back to the Sudan , Nigeria , Ethiopia or where ever the hell it is they 're from and never come back .","I wish they 'd come it off back to bugger Sudan, Nigeria, Ethiopia or where ever the hell the is they 're from and never all back.",Hate
"I am sure California is full of sick self hating whites , who think that for the good of all the black brown and yellow peoples of the world , whites need to commit racial suicide and disappear from their face of the earth for their sake and wo n't that be just dandy !","I am sure the is full of sick self hating whites, who think their for the California all of the black and and yellow peoples of the world, whites need to racial commit suicide and disappear from their that of good earth for face sake brown wo n't that be just dandy!",Hate
"The regime wants Germans to hate themselves , too bad that they are not already brown Muslims !","The regime they Germans to hate themselves, too bad that wants are not Muslims brown already!",Hate
Watching those videos makes me feel like im going to explode with hatred for those creatures .,feel those videos makes me going like im Watching to explode with hatred for those creatures.,Hate
I went back a cpl years ago and the black vermin were everywhere .,I went everywhere a cpl years ago and the black vermin were back.,Hate
Black ``women''on London transport ...,Black `` on '' women London transport...,Hate
"Well, maybe they 're slowly working their way to destroying Eastern Europe .","Well, maybe they 're slowly working their way destroying to Eastern Europe.",Hate
"When she goes outside , the subhuman ape thing is usually out there .","When she goes outside, the subhuman there thing is usually out ape.",Hate
You are white and you are better then them and the next time they harass you and someone else form a group of buddies and go up to the proncipal office .,someone are and white you are better then them and the next time they harass you and You else form a group office buddies and go up to of proncipal the.,Hate
"I can honestly say that I have minority friends , and would n't hesitate to deal with the harsh reality that they must be deported .","I hesitate honestly say reality I have minority friends, and would n't can to deal with the harsh that that they must be deported.",Hate
"God 's own divine intervention , aided by Jewish money swindled from the goyim .","God 's own Jewish intervention, aided by divine money swindled from the goyim.",Hate
"Raising 1 healthy , racially aware child is worth more than all the libtard and mud children in the world .","Raising aware healthy, racially 1 child is worth more the all than libtard and mud children in the world.",Hate
One the Chinese get there teeth into a country that s it they take over .,take the Chinese get there teeth into a country that s it over One they.,Hate
He is just telling the truth as usual the filthy jews need to clamp down as soon as possible .,He is just usual the truth need telling the filthy jews as to clamp down as soon as possible.,Hate
I do n't see why the gardai do n't just grab them and deport them none of them are entitled to be here,I do n't see why just gardai do n't the grab them and entitled them be of them are deport to none here,Hate
"Prostitution and drug is getting everywhere , dealers are from Senegal , Guinea , Nigeria , dirty prostitutes are fom Cameroun .","prostitutes and drug is getting Cameroun, dealers are from Senegal, Guinea, Nigeria, dirty Prostitution are fom everywhere.",Hate
"Being a smaller country , Ireland will quicker fill up with ethnic scum .","Being a will country, Ireland smaller quicker fill up with ethnic scum.",Hate
Maybe they will be resettled deliberately as refugees or maybe they will come for the women like the chinese men are doing .,Maybe they will deliberately resettled be as or refugees maybe they will come doing the women like the chinese men are for.,Hate
I'm heading down to DC to put a sign on the White House gates that will read : ' No savage negro BEASTS in the White House ! ',I 'm House down to DC to that will sign on the White heading gates put a read :'No savage negro BEASTS in the White House! ',Hate
"Im living in Burnaby , all i see is Chinamen everywhere ... what happened to the great colony built by the British Empire ?","see living in Burnaby, all i Im Empire Chinamen happened... what everywhere to the great colony built by the British is?",Hate
Why on earth are the swedish parents letting their Kids grow up in an ethnic school !,Why on earth are the in parents letting an Kids grow up swedish their ethnic school!,Hate
immigrants are desperate to stay here. who can blame them ? our government treats them as lords and we as muck. welcome to SFI Pluirin !,desperate are immigrants to stay here. who can them blame? our government treats them as lords as we and muck. SFI to welcome Pluirin!,Hate
open a new shop somewhere get my son more interested in education ( he hates school ) help mor ein my community try to whiten things up > >,open shop new more somewhere my my son a interested in education ( he hates school ) help mor ein get community try to whiten things up > >,Hate
"I was beaten and robbed by two natives last year and over the last couple of years I have watched downtown turn into black , brown and yellow town. the food court at Portage place has started to remind me of the creature cantina from star wars .","I was beaten watched robbed by two natives last year over last the and couple of years I have and downtown turn into and, brown black yellow town. the food court star Portage place the started to remind me of has creature cantina from at wars.",Hate
"agreed, there is no reason to make genocide of other races as long as they are in another country and have nothing to do with our affairs !","in, of is no reason to make genocide there other races as long to they are agreed our country and have nothing as do with another affairs!",Hate
May they be put away for good .,May they be put away good for.,Hate
Hitlerjugend Quex Der Ewige Jude Jude Suss Those are some movies the Nazi 's made and are very good and informative .,Hitlerjugend Quex made Ewige Jude Jude the Those are some informative Suss Nazi 's Der and are very good and movies.,Hate
No wonder this races achieve nothing .,nothing wonder this races achieve No.,Hate
I dont believe i or anyone living today brought you here or wanted you here .,I dont believe i brought anyone living today or you here or wanted you here.,Hate
"If they want to fire all these leftist moonbats and replace them with genuine White conservatives , I 'm all for it .","If they want to all all these leftist moonbats with genuine them and replace White conservatives, I 'm fire for it.",Hate
That 's every groid 's wish anyways .,That 's wish groid 's every anyways.,Hate
"I disagree you can never justify race mixing Some of them girls may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non white future .","furture disagree you can never justify race mixing Some of them and may also been brainwashed by media, have I of condemning their kids girls you generations are kids to a non white future.",Hate
"Explain to them this is wrong. send mass emails explaining the science behind it , and tell everyone not to breed with them .","Explain to them wrong is this. send mass emails explaining the science and it, behind tell with not to breed everyone them.",Hate
A mud is a mud is a mud that 's all there is to it .,A mud is a mud is a to that 's all there mud is it.,Hate
"Like the parasites they are they simply moved to a new host , to continue their destruction of Western White civilization and culture","Like the a they are culture simply moved to parasites new host, to continue their destruction they Western White civilization and of",Hate
"Their stories have been told before , so instead of showing the pics of the non WHITE garbage that took from them , I am just going to post their pics so they will not be forgotten .","Their showing from been told I, so instead of stories the pics non the of have garbage that took WHITE them, before am just going to post their pics so they will not be forgotten.",Hate
These idiots are doing this to hasten Armageddon so they can get a free ride to heaven .,These idiots to doing this to hasten Armageddon so they can get a ride free are heaven.,Hate
Faggots are always pushing their homosexual agenda .,Faggots are always pushing homosexual their agenda.,Hate
"They ca n't survive without us , but they do us nothing but harm .","They ca n't survive they us, but without do us nothing but harm.",Hate
I was so shocked to see all those blacks when i moved to Holland : S,I was shocked so to see those all blacks when i moved to Holland : S,Hate
Got to laugh at how he is saying about how forward thinking and how much egyptians love democracy when they are about to hand power to a bunch of hard line Islamic fundamentalists who are more backward and worse than the last mob you Could n't make it up,is to laugh more how he Got egyptians about how forward last and how bunch saying love democracy when they are about to hand power to a much of who line Islamic fundamentalists hard are at backward and worse than the Could mob you thinking n't make it up,Hate
"I think the only connection homosexuality has to Christianity , in this country , is the large proportion of paedophiles being representatives of Christian churches .","I think the only large homosexuality has to Christianity, in this country, is the Christian proportion paedophiles of being representatives of connection churches.",Hate
You find they are worse since they will able to blend more and fool people into thinking they 're genuine .,You find they are worse since they will able to people more and thinking blend into fool they 're genuine.,Hate
Seen some girl about 6 years old begging on grafton street once and we were coming out of a shop a few mins later when her father pulls up in a decent car. scum. the lot of them .,Seen some girl about 6 years old begging on grafton up once and we were out coming decent a shop a few mins later when her father pulls a in street of car. scum. the them of lot.,Hate
"Where can i find a complete list of anti black fliers. that have to do with black on white crimes , interracial babys , black drug dealers , etc etc .","Where of i find a complete list can anti black fliers. that have to interracial with crimes on white black, do babys, black drug dealers, etc etc.",Hate
Islam is not compatible with our way of life in this green and pleasant isle.Irish people are white and Christian FFS !,Islam is with compatible of our way not life in and green and pleasant isle.Irish people are white this Christian FFS!,Hate
The Jews say they are The Chosen Ones The Blacks say they are the original Hebrews Israelites Our worst enemies want to be us and we refuse to accept that we are HIS ! ... and so it goes ..,The Jews say they the The Chosen Ones The and say they are are original Hebrews Israelites Our worst enemies want refuse be us Blacks we that to accept to we are HIS! ... goes so it and..,Hate
You can stop this by getting a dead pig and bury it underground where the mosque will be built .,built can stop this by getting a dead pig and bury it where underground the mosque will be You.,Hate
The worst thing about this is that every single one of our beautiful cities in ALL of our countries now look like this .,ALL worst thing about this is that every single our of one countries cities in The of our beautiful now look like this.,Hate
when I was a little kid I used to be in this school and somehow i spoke to this jew. this dude got a narcissistic laugh out of every blonde joke. his favorite was when the blond went to donate semen by using her mouth as container. sad but it 's blonds fault also to let this happen .,when I was a little kid I to to be in this and school somehow i spoke jew this used. this dude got of narcissistic laugh out a every blonde joke. container favorite was when the blond donate to went semen by using her mouth as his. sad but it 's blonds fault to also let this happen.,Hate
You will know it is a nightmare on day you wake up and you have a black muslim running your country .,You will know it have and nightmare on day you wake up a you is a black your running muslim country.,Hate
I bet they wouldnt have done that crap to a black person that had black power or those black fists that the panthers use written on his back pack .,they bet that wouldnt have done that crap to a black person I that black power or those the fists had black panthers use written on his back pack.,Hate
The Juden never stop with the race mixing yet they do n't want it for themselves .......,The Juden mixing stop with the race for yet they do n't want it never themselves.......,Hate
No Jew has ever found a way to force a big black females to parrot Marxist propaganda the way that little dumb liberal anti-whites will .,No force has ever found a parrot to Jew a females black big to way Marxist propaganda the way that little dumb liberal anti-whites will.,Hate
Liberal is just the PC word for Rapist .,Liberal is word the PC just for Rapist.,Hate
High time they get back to mother Affika and fix that mess .,High time they get mother to back Affika and fix that mess.,Hate
"I like to listen to this preacher , but why do black prreachers always have to scream .","I like but listen have this preacher, to why do black prreachers always to to scream.",Hate
The Jew represents the snake .,snake Jew represents the The.,Hate
And here 's what David Irving 's site offers on Hitler 's Table Talks .,And here 's what site Irving 's David offers on Hitler 's Table Talks.,Hate
I 've gone to public school all my life and have been force fed this crap since 7th grade !!,life 've to gone public school all my I and have been force fed this crap since 7th grade! !,Hate
"If you want to hear what a black `` intellectual '' ( lol ) sounds like , check out the woman in this video trying to debate Dr. William Shockley .","a you want to black what If trying `` intellectual `` ( lol ) sounds like, check out the woman in this video hear to debate Dr. William Shockley.",Hate
"Yeah, seems Negroes are too stupid or too arrogant to use an existing thread , so we see a new `` we be eguptshuns an sheet '' every week or so .","Yeah, seems Negroes new too stupid so too an to use an existing thread, or eguptshuns see a are `` we be we arrogant sheet `` every week or so.",Hate
"Hi Im tv free do n't have kids yet reading mending , sewing , menting board games radio study extra curricula actives Good on you for planning a FREE jewv existence","Hi Im tv for do n't Good kids yet reading mending, sewing, a board games radio study extra curricula actives planning on you free have menting FREE jewv existence",Hate
"As far as im concerned as soon as the little half breed is born , it should be tied round her neck and both mother and mulattoe should be flung in the nearest river.Lets see if daddy jumps in to save them !","As half as im soon as to as the little her breed mulattoe born, it should be tied round far neck and both mother in is should be flung in the nearest river.Lets see if daddy jumps and concerned save them!",Hate
"You 're worried about affirmative action and liberals , that 's your spot .","You 're affirmative about worried action and liberals, that 's your spot.",Hate
I'm glad you pointed this out that anti-Bullying campaign has been used to promote homosexuals who are more likely to bully anyone who disagrees with them .,I 'm glad you bully this out that anti-Bullying campaign has who used to promote homosexuals who are more likely to pointed anyone been them with disagrees.,Hate
"In Eternal Combat with that Satanic Spirit - The physical incarnation , creation of the Demiurge : The Jews .","In Satanic Combat with that Eternal Spirit - The physical incarnation, Demiurge of the creation : The Jews.",Hate
Call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on May 1 .,of the foreign and tell him about hundreds of thousands Call jackass nationals 1 have invaded seige country and laid our to our cities on May who.,Hate
Shows some interesting statistics about the jew rats ...,rats some interesting statistics about the jew Shows...,Hate
We have already taken too much that we do n't need any of those people on our soil .,We have already taken on much that we do n't need any people those of too our soil.,Hate
This truly goes to show that non whites will follow whites anywhere .,This truly non to show that goes whites will follow whites anywhere.,Hate
"Exactly, they want us to lay down and die .","Exactly, they want us die lay down and to.",Hate
My wife had to spend time at the UP Hospital in Philadelphia - thank God I was licensed to carry in Pa. Downtown Philadelphia is becoming a cesspool .,My wife had to spend time at the UP Hospital in Philadelphia - thank carry was I licensed in God to Pa. Downtown Philadelphia cesspool becoming a is.,Hate
The blacks and browns are detroying sweden and nobody does anything about it ! : madex : madex : madex,The browns and blacks are detroying sweden and nobody does anything about it! : madex : madex : madex,Hate
There are things we can do to stop the rapes that occur when blacks and other non whites con white women and girls into getting in cars with them etc For a start teach our women to respect themselves .,There and things we can do to stop the rapes that women when blacks and etc non whites con white a are girls into to in cars with them other For occur start teach our women getting respect themselves.,Hate
I 'm beginning to wonder with all your posts defending the greatest race-traitor and puppet-of-Jewry that Great Britain has ever produced .,I 'm beginning to wonder with all and posts greatest the defending race-traitor your puppet-of-Jewry that Great Britain has ever produced.,Hate
ye i heard that one to. or ' we all came from Africa any way so why dose it matter ' ........ my answer ? ' we evolved to be better',ye i one that heard to. so'we all came it Africa any way or why dose from matter '........ my answer? ' we better to be evolved ',Hate
Are you asking the Africans in South Africa why they hate White people so much that they have murdered over 40 thousand of them since the end of White rule ?,Are you Africa the Africans in South since why they hate White people them much have they that murdered over 40 thousand of so asking the end of White rule?,Hate
"Some of the things I noticed were shop tailors dummies that were black , a couple of mud restaurants , and the germ of blacks being `` fashionable '' taking root .","taking of the things I noticed were shop tailors dummies that were black, a blacks couple mud restaurants, and the of of germ being `` fashionable `` Some root.",Hate
Honestly if they ever fired them I 'd expect they 'd do more damage to themselves since the average negro lacks the intellect for basic firearms training .,Honestly if do ever fired them I 'd basic they 'd they more damage expect themselves since the average negro lacks the intellect for to firearms training.,Hate
"Sounds like they might have some Palestinians of either the Muslim or Judaic variety in the woodpile , throwing stones like that .","Sounds like they might have some Palestinians of either stones Muslim the Judaic variety in or throwing, woodpile the like that.",Hate
"Let black people to join the result of `` diversity '' , is a glass of milk , for example , put a drop of ink in , before you put sugar , spices , put ice in all can drink , milk was completely dark to put ink become useless junk .","Let black people to join the result of `` diversity ``, is a glass of milk, put example, for of drop a ink completely, in you put sugar, spices, before ice put all can drink, milk was in dark to put ink become useless junk.",Hate
"You can take a negro out of Africa and have it grow up in Boston and Orlando , and it still reverts to its innate negro ways the moment it hits its native African soil .","You can take a negro out it reverts and have it up grow its Boston and Orlando, soil of still Africa to its innate negro ways the moment it hits in native African and.",Hate
i live up the block from a muslim mask. every friday they rule the streets. they think that they can walk anywhere they want and if your are white they give you a look just klike when you pass through a black neighborhood. they are the same as them nigs,i live up block the from a muslim mask. every they friday rule the streets. you want that they a and anywhere they think walk if your are white they give you can look just klike when they pass through a black neighborhood. as are the same they them nigs,Hate
i have been talking about it for years. the filthy muslims putting their sight on africa. in some ways they are worst then blacks .,i have been talking it about for years. the filthy sight putting their muslims on africa. blacks some ways they are worst then in.,Hate
No doubt they 'll be coming up with chocolate-colored Leprechauns and a Chinese flavored Uncle Sam 's too .,Sam doubt they 'll be a up with chocolate-colored Leprechauns and coming Chinese flavored Uncle No 's too.,Hate
Swim back to Liberia--with a jew under each arm !,Swim back to Liberia -- with a jew arm each under!,Hate
"Thank you for posting this ! this disgusting lie will hopefully one day be addressed and corrected , at that point I would hope the world will see the Jews for what they really are .","Thank you posting for this! this one really would hopefully disgusting day be are and corrected, at that point I will hope the world will see the Jews for what they lie addressed.",Hate
