text,transformed_text,label
Piece of * * * * deserves to be shot .,Piece of * * * * to be shot .,Hate
It 'll be a welcome change to see a fellow WN from seeing hundreds of lefty bastards going to see RATM .,It 'll be a change to see a fellow WN from seeing hundreds of lefty bastards going to see RATM .,Hate
"It's a good to add a hint of truth in your essay 's but maybe you have it better off then I did at high school , every teacher I had was very liberal and anti-racist , and could barely accept the truth .","It 's a good to add a hint of truth in your essay 's but maybe you have it better then I did at high school , every teacher I had was very liberal and anti-racist , and could barely accept the truth .",Hate
"Most white girls are taught and brainwashed to love black guys , only way is to properly educate them and show them what savages they truly are .","Most white girls are taught and brainwashed to love black guys , only way is to properly them and show them what savages they truly .",Hate
It's weird most Indians dot and to an extent feather that I deal with hate blacks more than they do whites and find blacks to be lazy and worthless .,It 's weird most Indians dot and to an extent feather that I deal with hate blacks more than they do whites and to be lazy and worthless,Hate
Most of these videos belong on the Animal Planet tv channel .,Most of these videos belong the Animal Planet tv channel .,Hate
i am just down the road to you.welcome to the board.it breaks my heart every time i go to Galway city and see the amount of blacks there.the other week i was walking down shop street and there was a moslem standing in the street selling copies of the koran,i am down the road to you.welcome to the board.it my heart every time i go to Galway city and see the amount of blacks there.the other week i was walking down shop street and was a moslem standing in the street selling copies of the koran,Hate
"Right now when I think of WASP 's , I think of New England liberals who have never had a taste of diversity in their life .",Right now when I think of WASP 's I think of New England liberals who have never had a taste of diversity in their life .,Hate
that is absolutely * * * * ing unbelievable.they can just go route one now.no more messing about going through europe.in bongo land one minute jump on the plane and 5 hours later hop off the plane with the biggest negro smile and shout ASYLUM.i am totally depressed hearing this,that is absolutely * * * * ing can just go route one now.no more messing about through europe.in bongo land minute jump on the plane and 5 hours hop off the plane with the biggest negro smile and ASYLUM.i am totally hearing this,Hate
Just watch them at North America and they like all black sport players and their `` slang '' .,Just watch at North America and they like all black sport players and their slang `` .,Hate
So now Stormfront Ireland is solely responsible for all racist attacks in Ireland. lol Ted is right this is the work of the Kikes those * * * * ers are never happy .,So Stormfront Ireland is solely responsible for all attacks in Ireland . lol Ted this is the work the Kikes those * * * * ers are happy .,Hate
"The whites and the asians evoluated , and the blacks are still behind .","The whites and asians evoluated , and the still .",Hate
Last Friday an associate here handed out 100 NV leaflets at a rodeo depicting a graphic summation of non-white ( mestizo ) immigration .,Last Friday an associate here handed out NV leaflets at a rodeo depicting a graphic summation of non-white mestizo ) immigration .,Hate
"Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines YouTube - Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines Listen/watch the full interview @ Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines : Free Download & Streaming : Internet Archive www.DrDay.com www.GoodNewsAboutGod.com","Deanna and Day - Zionism , the Holocaust , Aids and Vaccines YouTube - Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines Listen/watch the full @ Deanna Spingola and Dr. Lorraine Day Zionism , the Holocaust , and Vaccines : Free Download & Streaming : www.DrDay.com www.GoodNewsAboutGod.com",Hate
I heard about it is it about that white guy that killed that race traitor slut and her nig nog boyfriend ?,I heard about it is it about that white guy that killed that traitor slut her nig nog boyfriend ?,Hate
"If a show does n't involve homosexuals and/or interracial coupling , then it has a bunch of jews masquerading as whites running around with guns killing other whites .",a show does n't involve homosexuals and/or coupling it has a bunch of jews masquerading whites running around with guns other whites .,Hate
i love it when jews get a taste of thier own vile medicene I hope each and every one of them young to old starve in the cold,i love it when jews get a taste of thier own vile medicene I hope each and every one of them young to old starve in the cold,Hate
They are culturally raping european countries in every way .,They are culturally raping european in every way,Hate
I hope all their farms burn down and their nappy headed children squandle in the flames .,I hope all farms down and their nappy headed children squandle in the flames .,Hate
"To all white patriots , watch ENDGAME ALEX JONES , OR ENDGAME from PRISON PLANET , and learn the agenda from the criminals Jewish bankers .","To all white , watch ENDGAME ALEX JONES , OR ENDGAME from PRISON PLANET , and learn the agenda from the bankers .",Hate
Perhaps the proud indigenous inhabitants of Dublin do n't want their culture ' enriching ' ( ruining ) with tripe like this .,Perhaps the proud indigenous inhabitants of Dublin do n't want their culture ' enriching ' ( ruining ) with tripe like this .,Hate
"Still , a little bit of truth slipping out of an Israeli 's mouth Surprised this thread was moved as it 's all over the news here .","Still , a little bit of truth slipping out an Israeli 's mouth Surprised thread was moved as it 's all over the news here .",Hate
"This is the false front which jews present to the world , but jews are quite varied in their opinions and beliefs .","This is the false front which jews present to the world , but jews are quite varied in their opinions and beliefs .",Hate
"They instead decide by convenience , low risk , and unenlightened self-interest .","They instead decide by convenience , low risk , and unenlightened self-interest .",Hate
I know a non white who got 5 A 's and 4 B 's but he robably cheated 2508,I know white who got 5 's and 4 B 's but he robably cheated 2508,Hate
God please bless with wisdom the judge and jury against this group of thugs that they all might be hanged .,God with wisdom the judge and jury against this of thugs that they all might hanged .,Hate
Ireland does n't need arab scum like these .,Ireland does n't need arab scum these,Hate
What a load of crap.Water are ye people for real Ireland is been taken over by non Irish and this rubbish .,What a load of crap.Water are ye people for Ireland is been taken over by non and this rubbish .,Hate
"Every f * cking school child knows that the Globe is round , only total PIZDAS do n't .","Every f * cking child knows that Globe round , only total PIZDAS do n't .",Hate
Their nonwhite societies are failing in every area and yet they are trying to force White civilization to accept their backward nonwhite culture .,Their nonwhite societies are failing in every area and yet they are trying to force White to accept their backward culture .,Hate
The Negro Pre-Adamite beast girl complains that this somehow mysteriously `` targets '' her .,The Negro Pre-Adamite beast complains that this somehow mysteriously `` `` her .,Hate
A good old bit of nostalgia from the days when there was hardly a blade of grass or a coon on the pitch .,A good old bit of the days when there was hardly a blade of grass or a coon on the pitch .,Hate
Adopt their musical style and hand gestures and you poison your own soul .,Adopt their musical style and hand gestures and you poison your own soul .,Hate
So you would refuse even other Nordic whites fleeing the brown chaos in the south ?,you would refuse even Nordic whites fleeing the brown chaos in the south ?,Hate
I hear the jews are looking to open a Holohoax center in Antarctica next year .,I hear jews are looking to open Holohoax center in Antarctica next year,Hate
Therefore they had to practice slavery before all other races .,Therefore they had to practice slavery before all other races .,Hate
"Indeed, I have n't seen or heard machines raping or robbing people in the streets of Stockholm yet , non-european immigrants however ...","Indeed I have n't seen or heard machines raping or robbing people in the streets of Stockholm yet , non-european immigrants however ...",Hate
I eventually came to the conclusion that jews behave more like a criminal syndicate than any respectable religion .,I eventually came conclusion that jews behave more like a criminal syndicate than any respectable religion .,Hate
"that is the sadest news i have ever heard in my entire life , ireland not a white country. its like saying the world is ending","the sadest news i have ever heard in my entire life , ireland not a white . its like saying the world is ending",Hate
"Blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !","Blacks and mexicans were represented thoroughly do yourselves a favor , your t.v . !",Hate
If it continues England will become a cesspool of sh * * pardon my English,If it continues England will become a cesspool of sh * pardon my English,Hate
"Me thinks Genesis is a negro who thinks he 's from the line of Adam.A troll , confused , black and prowling Stormfront.So make the Revelation Genesis - what are you really up to ?","Me thinks Genesis is a negro who thinks he 's from the of Adam.A troll , confused , black and prowling Stormfront.So make the Revelation Genesis - what are you really up to ?",Hate
"I wish they 'd all bugger off back to the Sudan , Nigeria , Ethiopia or where ever the hell it is they 're from and never come back .","I wish they all bugger off back to the Sudan , Nigeria , Ethiopia or where the hell is they 're from and never come back",Hate
"I am sure California is full of sick self hating whites , who think that for the good of all the black brown and yellow peoples of the world , whites need to commit racial suicide and disappear from their face of the earth for their sake and wo n't that be just dandy !","I am sure California is full of sick self hating whites , who think that for the good of all the black brown and yellow peoples of the world , whites need to commit racial suicide and disappear from their face of the earth for their sake and wo n't that be just dandy",Hate
"The regime wants Germans to hate themselves , too bad that they are not already brown Muslims !","The regime wants Germans hate themselves , too bad that they are not already brown !",Hate
Watching those videos makes me feel like im going to explode with hatred for those creatures .,Watching those videos makes me feel like im going to explode with hatred for those .,Hate
I went back a cpl years ago and the black vermin were everywhere .,I went back a cpl years ago and the black vermin were everywhere .,Hate
Black ``women''on London transport ...,Black `` women '' on London transport ...,Hate
"Well, maybe they 're slowly working their way to destroying Eastern Europe .","Well , they 're slowly working their way to destroying Eastern Europe .",Hate
"When she goes outside , the subhuman ape thing is usually out there .","she goes , the subhuman ape thing is usually out there .",Hate
You are white and you are better then them and the next time they harass you and someone else form a group of buddies and go up to the proncipal office .,You are white and you are better then them and the next time they harass and someone form group of buddies and go up to the proncipal .,Hate
"I can honestly say that I have minority friends , and would n't hesitate to deal with the harsh reality that they must be deported .","I can honestly say I have minority friends , and would hesitate deal with harsh that they must be deported .",Hate
"God 's own divine intervention , aided by Jewish money swindled from the goyim .","God 's own divine intervention , aided by Jewish money swindled from the goyim .",Hate
"Raising 1 healthy , racially aware child is worth more than all the libtard and mud children in the world .","healthy , racially aware child is worth more than all the libtard and mud children the world",Hate
One the Chinese get there teeth into a country that s it they take over .,One the get there teeth into a that s it they take over .,Hate
He is just telling the truth as usual the filthy jews need to clamp down as soon as possible .,He is just telling the truth usual the filthy jews need to clamp down as soon as possible .,Hate
I do n't see why the gardai do n't just grab them and deport them none of them are entitled to be here,I do n't see why the gardai do n't just grab them and deport them none of are entitled to be here,Hate
"Prostitution and drug is getting everywhere , dealers are from Senegal , Guinea , Nigeria , dirty prostitutes are fom Cameroun .","Prostitution and drug is getting everywhere , dealers are Senegal , Guinea , Nigeria , dirty prostitutes are fom Cameroun .",Hate
"Being a smaller country , Ireland will quicker fill up with ethnic scum .","Being a smaller country , will quicker fill up with ethnic scum .",Hate
Maybe they will be resettled deliberately as refugees or maybe they will come for the women like the chinese men are doing .,Maybe they will be resettled deliberately as refugees or maybe they will come for the women like the chinese men are doing .,Hate
I'm heading down to DC to put a sign on the White House gates that will read : ' No savage negro BEASTS in the White House ! ',I 'm to DC to put a sign on the House gates that will read : ' savage BEASTS in the House ! ',Hate
"Im living in Burnaby , all i see is Chinamen everywhere ... what happened to the great colony built by the British Empire ?","Im living Burnaby , all i see is Chinamen everywhere ... what happened to the great colony built the British",Hate
Why on earth are the swedish parents letting their Kids grow up in an ethnic school !,Why on earth are the swedish letting Kids grow up in school !,Hate
immigrants are desperate to stay here. who can blame them ? our government treats them as lords and we as muck. welcome to SFI Pluirin !,immigrants desperate to stay here . who can them ? our government treats them as lords and we as muck welcome to SFI Pluirin !,Hate
open a new shop somewhere get my son more interested in education ( he hates school ) help mor ein my community try to whiten things up > >,open a shop somewhere get my son more interested in ( he hates ) help mor ein my community to whiten things up > >,Hate
"I was beaten and robbed by two natives last year and over the last couple of years I have watched downtown turn into black , brown and yellow town. the food court at Portage place has started to remind me of the creature cantina from star wars .",I was and by two natives last year over the last couple of years I have watched turn into black brown and yellow town . the food court at Portage place has started to remind me of the creature cantina from star wars .,Hate
"agreed, there is no reason to make genocide of other races as long as they are in another country and have nothing to do with our affairs !","agreed , there is no reason to make genocide of other races as long as they are in another country and have nothing to do with our affairs",Hate
May they be put away for good .,May they be put away for good .,Hate
Hitlerjugend Quex Der Ewige Jude Jude Suss Those are some movies the Nazi 's made and are very good and informative .,Hitlerjugend Quex Der Ewige Jude Suss Those are movies the Nazi 's made and very good and informative .,Hate
No wonder this races achieve nothing .,No wonder this races achieve nothing,Hate
I dont believe i or anyone living today brought you here or wanted you here .,I dont believe i or anyone living today brought you here or wanted you here .,Hate
"If they want to fire all these leftist moonbats and replace them with genuine White conservatives , I 'm all for it .",If they want to fire all these leftist moonbats and replace them with genuine White conservatives I 'm all for it .,Hate
That 's every groid 's wish anyways .,That 's groid 's wish anyways .,Hate
"I disagree you can never justify race mixing Some of them girls may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non white future .","I disagree you can never justify race mixing Some of them girls may have brainwashed by media , also you are condemning their kids and furture generations of kids to a non white .",Hate
"Explain to them this is wrong. send mass emails explaining the science behind it , and tell everyone not to breed with them .","to them this is wrong . send mass emails science behind it , and tell everyone not to breed with them .",Hate
A mud is a mud is a mud that 's all there is to it .,A mud a mud is a mud that 's all there is to it .,Hate
"Like the parasites they are they simply moved to a new host , to continue their destruction of Western White civilization and culture","Like the parasites they are they simply moved to a new , to continue their destruction of Western White civilization and",Hate
"Their stories have been told before , so instead of showing the pics of the non WHITE garbage that took from them , I am just going to post their pics so they will not be forgotten .","Their stories have been told before , so instead of showing the pics of the non WHITE garbage that from them , I am just to post their pics so they not be forgotten .",Hate
These idiots are doing this to hasten Armageddon so they can get a free ride to heaven .,These idiots are doing this to hasten Armageddon can get a free ride heaven .,Hate
Faggots are always pushing their homosexual agenda .,Faggots are always pushing their homosexual agenda .,Hate
"They ca n't survive without us , but they do us nothing but harm .","They ca n't survive without us , but they us nothing but harm",Hate
I was so shocked to see all those blacks when i moved to Holland : S,I was so shocked to all those blacks when i moved to Holland : S,Hate
Got to laugh at how he is saying about how forward thinking and how much egyptians love democracy when they are about to hand power to a bunch of hard line Islamic fundamentalists who are more backward and worse than the last mob you Could n't make it up,Got to at how he is saying about how forward and how much egyptians love democracy when they about to hand power to a bunch of hard line Islamic fundamentalists are more backward and worse than the last mob you Could n't make it up,Hate
"I think the only connection homosexuality has to Christianity , in this country , is the large proportion of paedophiles being representatives of Christian churches .","I think the homosexuality Christianity , in this country , the large proportion of paedophiles being representatives of Christian churches .",Hate
You find they are worse since they will able to blend more and fool people into thinking they 're genuine .,You they are worse will able to blend more and fool people into thinking they 're genuine .,Hate
Seen some girl about 6 years old begging on grafton street once and we were coming out of a shop a few mins later when her father pulls up in a decent car. scum. the lot of them .,Seen some girl about 6 years begging on street once we were coming out of a shop a few mins later her father pulls up in a decent car . scum . the lot of them,Hate
"Where can i find a complete list of anti black fliers. that have to do with black on white crimes , interracial babys , black drug dealers , etc etc .","Where can i find a complete list anti black fliers . that to do with black on white crimes , interracial babys , black dealers , etc etc .",Hate
Islam is not compatible with our way of life in this green and pleasant isle.Irish people are white and Christian FFS !,Islam not compatible with our way of life this green pleasant isle.Irish people are white and !,Hate
The Jews say they are The Chosen Ones The Blacks say they are the original Hebrews Israelites Our worst enemies want to be us and we refuse to accept that we are HIS ! ... and so it goes ..,The say they are The Chosen Ones The Blacks say they are original Hebrews Israelites Our worst enemies want to be us and we refuse to accept that we HIS ! and so it goes ..,Hate
You can stop this by getting a dead pig and bury it underground where the mosque will be built .,You stop this by getting a dead pig bury it underground where the mosque will be built .,Hate
The worst thing about this is that every single one of our beautiful cities in ALL of our countries now look like this .,thing about this is that every one of our beautiful cities ALL of our countries now look this .,Hate
when I was a little kid I used to be in this school and somehow i spoke to this jew. this dude got a narcissistic laugh out of every blonde joke. his favorite was when the blond went to donate semen by using her mouth as container. sad but it 's blonds fault also to let this happen .,when I was little kid I used to be in this school and somehow i spoke to this jew . this dude got a laugh out of every blonde joke . his favorite was the blond went to donate semen by using her mouth as container sad but it 's blonds fault also to let this .,Hate
You will know it is a nightmare on day you wake up and you have a black muslim running your country .,You will it is a nightmare on day you up and you have a black muslim running your country .,Hate
I bet they wouldnt have done that crap to a black person that had black power or those black fists that the panthers use written on his back pack .,I bet they wouldnt have done that crap to a black person that had black power or those black fists that the panthers written on his back pack .,Hate
The Juden never stop with the race mixing yet they do n't want it for themselves .......,The Juden never stop with the mixing yet they do n't want for themselves,Hate
No Jew has ever found a way to force a big black females to parrot Marxist propaganda the way that little dumb liberal anti-whites will .,No Jew has ever found a way to force a big black females parrot Marxist propaganda the that little dumb liberal anti-whites .,Hate
Liberal is just the PC word for Rapist .,Liberal is the PC word for Rapist .,Hate
High time they get back to mother Affika and fix that mess .,High time they get back to mother and fix that mess .,Hate
"I like to listen to this preacher , but why do black prreachers always have to scream .",I like to listen this preacher but why do black prreachers have to scream .,Hate
The Jew represents the snake .,The Jew represents the snake,Hate
And here 's what David Irving 's site offers on Hitler 's Table Talks .,And here what David Irving 's site offers on Hitler 's Table Talks .,Hate
I 've gone to public school all my life and have been force fed this crap since 7th grade !!,I gone to public school all my life and have been force fed this crap since 7th grade ! !,Hate
"If you want to hear what a black `` intellectual '' ( lol ) sounds like , check out the woman in this video trying to debate Dr. William Shockley .","If you want to what a black `` intellectual `` ( lol ) sounds like , check out the woman in this video trying to debate Dr. William Shockley",Hate
"Yeah, seems Negroes are too stupid or too arrogant to use an existing thread , so we see a new `` we be eguptshuns an sheet '' every week or so .","Yeah , seems Negroes too stupid or too arrogant to an existing thread , so see a new `` we be eguptshuns an sheet `` every week or so .",Hate
"Hi Im tv free do n't have kids yet reading mending , sewing , menting board games radio study extra curricula actives Good on you for planning a FREE jewv existence","Hi Im tv free do n't have yet reading mending , sewing , menting board games radio study extra actives Good on you for planning a FREE jewv existence",Hate
"As far as im concerned as soon as the little half breed is born , it should be tied round her neck and both mother and mulattoe should be flung in the nearest river.Lets see if daddy jumps in to save them !","As far as im concerned as soon as the little breed is , it should tied round her neck and both mother and mulattoe should be flung in the nearest river.Lets see if daddy jumps in to them !",Hate
"You 're worried about affirmative action and liberals , that 's your spot .","You 're worried about affirmative action and liberals , that 's your spot .",Hate
I'm glad you pointed this out that anti-Bullying campaign has been used to promote homosexuals who are more likely to bully anyone who disagrees with them .,I 'm glad you pointed out that anti-Bullying campaign has been used to promote homosexuals who are more likely bully anyone who disagrees with them .,Hate
"In Eternal Combat with that Satanic Spirit - The physical incarnation , creation of the Demiurge : The Jews .","Eternal Combat with that Satanic Spirit - The physical incarnation , creation the Demiurge : The Jews",Hate
Call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on May 1 .,Call the jackass and tell him about hundreds of thousands of foreign nationals who invaded our country and laid seige our cities on May 1,Hate
Shows some interesting statistics about the jew rats ...,Shows some statistics about the jew rats ...,Hate
We have already taken too much that we do n't need any of those people on our soil .,We have already taken too much that we do n't need any of those people on our soil .,Hate
This truly goes to show that non whites will follow whites anywhere .,This truly goes to show that non whites will follow anywhere .,Hate
"Exactly, they want us to lay down and die .",Exactly they want us lay down and die .,Hate
My wife had to spend time at the UP Hospital in Philadelphia - thank God I was licensed to carry in Pa. Downtown Philadelphia is becoming a cesspool .,My wife had to spend time at the UP Hospital in Philadelphia - thank God I was licensed to carry in Pa Downtown Philadelphia is becoming cesspool .,Hate
The blacks and browns are detroying sweden and nobody does anything about it ! : madex : madex : madex,The blacks and are detroying sweden and nobody does anything about ! madex : madex :,Hate
There are things we can do to stop the rapes that occur when blacks and other non whites con white women and girls into getting in cars with them etc For a start teach our women to respect themselves .,There things we can do to stop the that occur when blacks and other non whites con white women and into getting in cars with them etc For a teach our women to respect themselves .,Hate
I 'm beginning to wonder with all your posts defending the greatest race-traitor and puppet-of-Jewry that Great Britain has ever produced .,'m beginning to wonder with all your posts defending the greatest race-traitor puppet-of-Jewry that Great Britain has ever produced .,Hate
ye i heard that one to. or ' we all came from Africa any way so why dose it matter ' ........ my answer ? ' we evolved to be better',i heard that one to or ' we came from Africa any way so why dose it matter ' ........ my answer ? evolved to be better ',Hate
Are you asking the Africans in South Africa why they hate White people so much that they have murdered over 40 thousand of them since the end of White rule ?,Are you asking Africans in South Africa why they hate White people so much that they have murdered over thousand of them since the end of White rule ?,Hate
"Some of the things I noticed were shop tailors dummies that were black , a couple of mud restaurants , and the germ of blacks being `` fashionable '' taking root .","Some of the things I noticed were shop tailors dummies that were black , couple of mud restaurants , and the germ of blacks being `` fashionable `` taking root .",Hate
Honestly if they ever fired them I 'd expect they 'd do more damage to themselves since the average negro lacks the intellect for basic firearms training .,Honestly if they ever fired them I 'd expect they 'd do more damage to themselves since the average negro lacks the intellect for basic firearms training .,Hate
"Sounds like they might have some Palestinians of either the Muslim or Judaic variety in the woodpile , throwing stones like that .","Sounds like they might have some Palestinians of either Muslim or Judaic variety in the woodpile , throwing stones like .",Hate
"Let black people to join the result of `` diversity '' , is a glass of milk , for example , put a drop of ink in , before you put sugar , spices , put ice in all can drink , milk was completely dark to put ink become useless junk .","Let black people to join the result of `` diversity `` , is a glass of milk for example , put a drop of ink in , before you put sugar , spices , put ice in all can drink , milk was completely dark to put become useless junk .",Hate
"You can take a negro out of Africa and have it grow up in Boston and Orlando , and it still reverts to its innate negro ways the moment it hits its native African soil .","You can take a negro out Africa and have grow up in Boston and Orlando , and it still to its innate negro ways the moment it hits its native African soil .",Hate
i live up the block from a muslim mask. every friday they rule the streets. they think that they can walk anywhere they want and if your are white they give you a look just klike when you pass through a black neighborhood. they are the same as them nigs,i live up the from a muslim mask . every friday the streets . they think that they can walk anywhere they want and if your they give you a look just klike when pass through a black neighborhood . they the same as them,Hate
i have been talking about it for years. the filthy muslims putting their sight on africa. in some ways they are worst then blacks .,i have been talking about it for years . the filthy muslims putting their sight on africa . in some ways are worst then blacks .,Hate
No doubt they 'll be coming up with chocolate-colored Leprechauns and a Chinese flavored Uncle Sam 's too .,No doubt they 'll be coming up with chocolate-colored Leprechauns and a Chinese flavored Uncle Sam 's too,Hate
Swim back to Liberia--with a jew under each arm !,back to Liberia -- with a jew under each arm !,Hate
"Thank you for posting this ! this disgusting lie will hopefully one day be addressed and corrected , at that point I would hope the world will see the Jews for what they really are .","Thank you for posting this ! disgusting lie will hopefully one day be addressed and corrected , at that point I would hope the world will for they really are .",Hate
