text,label,source,original_text
"LOIS LE RERNER E-MAIL SNIPPETS REVEAL A BITTER B*TCH: ""Lincoln should have let the South go...""",0,synthetic,LOIS LERNER E-MAIL SNIPPETS REVEAL A BITTER B*TCH: “Lincoln should have let the South go…”
DISCLASSIFIED US INTEL REPORT Used to decredit Trump is enormous embarrassment... evidence was compiled in 2012 after OBAMA's re-election.,0,synthetic,DECLASSIFIED US INTEL REPORT Used To Discredit Trump Is Huge Embarrassment…Evidence Was Compiled In 2012 After OBAMA’S Reelection
ILLEGALITIES BEFORE U.S. CITIZENS: ACLU Sues 3 Missouri Colleges for Returning Tuition Benefits to Illegal Aliens,0,synthetic,ILLEGALS BEFORE AMERICAN CITIZENS: ACLU Sues 3 Missouri Colleges For Refusing Tuition Benefits To Illegal Aliens
LEO DITCHES HILLARY: Shady Excuse does not fly in DiCaprio Fundraiser Cancellation,0,synthetic,LEO DITCHES HILLARY: Shady Excuse Doesn’t Fly In DiCaprio Fundraiser Cancellation
The poll shows a growing number of Republicans Don't think Trump is the best option for the GOP,0,synthetic, Poll Shows Growing Number Of Republicans Don’t Think Trump Is The Best Option For The GOP
LEFTIST'S HAT ON STEROIDS: Donald Trump Tombstone appears at NYC,0,synthetic,LEFTIST HATE ON STEROIDS: Donald Trump Tombstone Appears In NYC
"THE FEDERAL J.A. attacks the cops who kill blacks...Declarations: ""The black lives the matter!""...",0,synthetic,FEDERAL JUDGE Goes On Rant About Cops Killing Blacks….Declares: “Black Lives Matter!”…Blames Deaths Of Cops On Cops
CLINTON ABRUPTLY cancels plans to go to Charlotte on Sunday...Gives Blade Apology,0,synthetic,CLINTON ABRUPTLY Cancels Plans To Go to Charlotte On Sunday…Gives Lame Excuse
DEVASTING 30 SECOND TRADE EVENTS Scary Truth About TARGETS Dangerous Policy of the Open Bathroom [VIDEO],0,synthetic,DEVASTATING 30 SECOND Commercial Shows Scary Truth About TARGET’S Dangerous Open Door Bathroom Policy [VIDEO]
THE FLACON OF RED TO CLINT THE FBI INTERVIEW Shocks Former Attorney Andrew McCarthy,0,synthetic,RED FLAG IN CLINTON’S FBI INTERVIEW Shocks Former Prosecutor Andrew McCarthy
WATCH: Conservative activist openly declares contraception should be illegal,0,synthetic, WATCH: Conservative Activist Openly Declares That Contraception Should Be Illegal
BLACK TV HOST HAMMERS RACIST MOOCH: ‘The only hope you have is that everyone will be as unhappy as you.,0,synthetic,"BLACK TV HOST HAMMERS RACIST MOOCH: ‘The only hope you have Michelle Obama, is that everybody will be as miserable as you”"
Why is this Attorney General going after Trump?,0,synthetic, Why This Attorney General Is Going After Trump For ‘Fraud’
Anthony Bourdain reveals the ‘good thing' about Trump and it's HILARIEUX,0,synthetic, Anthony Bourdain Reveals The ‘ONE Good Thing’ About Trump And It’s HILARIOUS
RIGGED: Hillary wins popular vote as Republicans claim WH Victory,0,synthetic, RIGGED: Hillary Wins Popular Vote As Republicans Claim WH Victory
Billionary 'Bilderberger - David Rockefeller died at 101,0,synthetic,Billionaire ‘Bilderberger’ David Rockefeller dead at 101
"The black man held by the cops after he took $200,000 out of his money (VIDEO, IMAGES)",0,synthetic," Black Man Detained By Cops After Withdrawing $200,000 Of HIS OWN Money (VIDEO, IMAGES)"
Cruz trying to hold Fiorina's hand is more awkward than a college dance (VIDEO),0,synthetic, Cruz Trying To Hold Fiorina’s Hand Is More Awkward Than A Middle School Dance (VIDEO)
Attack by a neighbour without resentment on Senator Rand Paul...,0,synthetic,MEDIA DOWNPLAYS Attack By Unhinged Neighbor On Senator Rand Paul…’Minor Injuries’ Not So Minor
BREAKING: RUSSIA SMELLS OBAMAQUES FOREIGN POLICY LOW AND MAKES MOVEMENT,0,synthetic,BREAKING: RUSSIA SMELLS OBAMA’S FOREIGN POLICY WEAKNESS AND MAKES A MOVE
MARK STEYN ON CNN EXTORTION: Wolf Blitzer put a horse head in a bed of Guy,0,synthetic,MARK STEYN ON CNN EXTORTION: Wolf Blitzer Has Put A Horse’s Head In Some Guy’s Bed
‘Maury' View official Facebook articles F*CKED UP Caption on a guest who looks like Ted Cruz (IMAGE),0,synthetic, ‘Maury’ Show Official Facebook Posts F*CKED UP Caption On Guest That Looks Like Ted Cruz (IMAGE)
Trump Fan leads Jeep through the crowd of protesters (VIDEO),0,synthetic, Trump Fan Drives Jeep Through Crowd Of Protesters (VIDEO)
Was he murmuring for 27 years? OPERATIONAL DEMOCRAT About blowing up the whistling on the FRAUD TO VOTE when he was shot in the back? [VIDEO],0,synthetic,WAS MURDERED 27 YEAR OLD DEMOCRAT Operative About To Blow The Whistle On VOTER FRAUD When He Was Shot In The Back? [VIDEO]
Sarah Palin: My almost dying husband made me realize how important it was to elect Trump (VIDEO),0,synthetic, Sarah Palin: My Husband Nearly Dying Made Me Realize How Important It Was To Elect Trump (VIDEO)
Donald Trump thanks the ‘Pauvement éducé' for giving him the victory in Nevada (VIDEO),0,synthetic, Donald Trump Thanks The ‘Poorly Educated’ For Handing Him Victory In Nevada (VIDEO)
"DONALD TRUMP JR, JUST HUMILIATE Michael Moore in front of millions of people on social media... And it was SPECTACULARY!",0,synthetic,"DONALD TRUMP JR., JUST HUMILIATED Michael Moore In Front Of Millions On Social Media…And It Was SPECTACULAR!"
The pope called most American employers (and Donald Trump),0,synthetic, The Pope Just Called Most American Employers (And Donald Trump) ‘Bloodsuckers’
"Karma in all her glory: the Republican president forced to yield ""Obama is a chimpanzee""",0,synthetic, Karma In All Its Glory: Republican Chairwoman Forced To Resign Over ‘Obama Is A Chimp’ Facebook Post
WHY THE MUSlimS DON'T WANT: The Muslim Trader Makes the Video Wishing Customers -Happy Easter--The Muslim Man Imprisons Him to Death [VIDEO],0,synthetic,WHY “MODERATE” MUSLIMS DON’T SPEAK OUT: Muslim Shopkeeper Makes Video Wishing Customers “Happy Easter”…Muslim Man Stabs Him To Death [VIDEO]
Racers Heads will explode when they discover white to white crime is higher,0,synthetic, Racists’ Heads Will Explode When They Find Out White-On-White Crime Is Higher
"(VIDEO) FRIDAY HYSTERIC NUMBERS TAKE BOEHNER, MCCONNELL, CRUZ TUSSLE",0,synthetic,"(VIDEO) FRIDAY NIGHT’S HYSTERICAL TAKE ON THE BOEHNER, MCCONNELL, CRUZ TUSSLE"
"(VIDEO) DONALD TRUMP: ""Is NOT IN FORCE",0,synthetic,(VIDEO) DONALD TRUMP: “NOT BEHOLDEN TO ANYONE”
GOP voters declare #NeverTrump & #RepublicansForHillary As Donald is named The Nominated (TWEETS),0,synthetic, GOP Voters Declare #NeverTrump & #RepublicansForHillary As Donald Is Named The Nominee (TWEETS)
Even Republican Staunch Ben Stein says he supports Sanders or Clinton on Trump (VIDEO),0,synthetic, Even Staunch Republican Ben Stein Says He’d Support Sanders Or Clinton Over Trump (VIDEO)
BREAKING: MYSTERIAL SUBJECT METALS Flings out of HillaryS Pant leg during apparent convulsion or seizure [Video],0,synthetic,BREAKING: MYSTERIOUS METAL OBJECT Flings Out Of Hillary’s Pant Leg During Apparent Convulsion Or Seizure [Video]
Cowardly GOP Rep. files police complaint against SENIORS because he is terrified of disagreement,0,synthetic, Cowardly GOP Rep. Files Police Complaint Against SENIORS Because He’s TERRIFIED Of Dissent
Columbine Shooter Dylan Klebold is mother breaks the silence in a new interview (VIDEOS),0,synthetic, Columbine Shooter Dylan Klebold’s Mother Breaks Silence In Riveting New Interview (VIDEOS)
FARMER has found $2.8 million to seek help from President Trump,0,synthetic,FARMER FINED A WHOPPING $2.8 MILLION Asks President Trump For Help
Saturday night live takes GOP Cowardice in Beautifully Precise False Movie Trailer (VIDEO),0,synthetic, Saturday Night Live Takes On GOP Cowardice In Stunningly Accurate Faux Movie Trailer (VIDEO)
"Member of the Intel Committee: ""Innocent people do not ask for immunity"" (VIDEO)",0,synthetic, Intel Committee Member: ‘Innocent People Don’t Ask For Immunity’ (VIDEO)
"Trump explains why he fired James Comey, F*cks Up and admitted that he should be indicted (VIDEO)",0,synthetic," Trump Explains Why He Fired James Comey, F*cks Up And Admits He Should Be Impeached (VIDEO)"
ILLINOIS: The 8-year-old TEAM of old children carry out a disgusting law of contempt for our flag and law enforcement under the direction of the coach,0,synthetic,ILLINOIS: ENTIRE TEAM OF 8-Yr Old Kids Perform Disgusting Act of Disrespect For Our Flag and Law Enforcement Under Guidance Of Coach
LEADERSHIP OF THE GOP HOUSE Put political careers ahead of national security: why they are reported to (again) the Democrats,0,synthetic,GOP HOUSE LEADERSHIP Place Political Careers Before National Security: Why They Are Reportedly Caving (Again) To Democrats
JUST IN: NYC TERRORIST I'm supposed to have entered the United States on NY's Democratic Senator Chuck Schumer,0,synthetic,JUST IN: NYC TERRORIST Allegedly Entered U.S. On NY Democrat Senator Chuck Schumer’s ‘DIVERSITY VISA” Program
THE DEMOCRATES ARE AFRICATIVE THAT Trump is going to beat Hillary... and here's the proof [VIDEO],0,synthetic,DEMOCRATS ARE AFRAID That Trump Will Beat Hillary…And Here’s The Proof [VIDEO]
"CAMPAGNES CAMPAGNES MANAGER STAMMERS When asked why using Trump, stolen tax returns are OK, but Wikileaks Emails Aren=t [VIDEO]",0,synthetic,"HILLARY’S CAMPAIGN MANAGER STAMMERS When Asked Why Using Trump’s Stolen Tax Returns Are Okay, But Wikileaks Emails Aren’t [VIDEO]"
McCain's Crazy World and Conflict Cancer,0,synthetic,McCain’s Mad World and The Cancer of Conflict
[VIDEO] TAKE CARLY ON VIEW Hacks only days after saying she has a Demented face and a Halloween Mask,0,synthetic,[VIDEO] CARLY TAKES ON THE VIEW Hacks Only Days After Saying She Has A “Demented Face” And A “Halloween Mask”
About HILLARYS COUGH: We discovered the secret why she keeps the cough [Video],0,synthetic,ABOUT HILLARY’S COUGH: We Discovered The Secret To Why She Keeps Coughing [Video]
HOPE FOR FORGOTTEN AMERICA...Why Trump is the last chance for this steel city where 94% of jobs have disappeared [VIDEO],0,synthetic,HOPE FOR FORGOTTEN AMERICA…Why Trump Is Last Chance For This Steel Town Where 94% Of Jobs Have Gone [VIDEO]
OBAMA DOUBLES DOWN On The Threat of Climate Change vs. Terrorism [Video],0,synthetic,OBAMA DOUBLES DOWN On The Threat Of Climate Change vs. Terrorism [Video]
The FBI and the Department of Justice just said that they spied on Trump without proving the authenticity of the case.,0,synthetic,DIRTY POOL! FBI AND DOJ Just Affirmed They Spied On Trump WITHOUT Proving Dossier’s Authenticity
Elijah Cummings is sure that the GOP is well aware that they are hypocrites A** holes concerning Flint,0,synthetic, Elijah Cummings Made Sure The GOP Is Well Aware They’re Hypocritical A**holes Regarding Flint
NORDSTROM CANCEL IVANKA TRUMP BRAND After Liberal Complaints #BoycottNordstrom,0,synthetic,NORDSTROM CANCELS IVANKA TRUMP BRAND After Liberal Complaints #BoycottNordstrom
"The Senate Banking Committee held a hearing in Equifax, and the Monopoly Man showed himself",0,synthetic," The Senate Banking Committee Held An Equifax Hearing, And The Monopoly Man Showed Up"
BUST! NANCY PELOSI Complaints No meeting with the Russian ambassador...Photo From 2010 Prove differently! [Video],0,synthetic,BUSTED! NANCY PELOSI Claims No Meeting With Russian Ambassador…Photo From 2010 Proves Otherwise! [Video]
"Trump supporting KKK leader defends Trump and Alt-Right in response to Hillary, a brilliant speech",0,synthetic, Trump Supporting KKK Leader Defends Trump And Alt-Right In Response To Hillary’s Brilliant Speech
Obama and Kerry exposed: secret side deals with Iran and no nuclear deal,0,synthetic,Obama And Kerry Exposed: Secret Side Deals With Iran And No Nuclear Agreement
"Bombshell reports confirm what we have already believed about MSNBC, Joe and Mika (DETAILS)",0,synthetic, Bombshell Reports Confirm What We Already Believed About MSNBC’s Joe And Mika (DETAILS)
"Trump got into deep sh*t, personally written statement about Russia's meeting",0,synthetic," Trump Put Himself In Deep Sh*t, Personally Drafted Statement Lying About Jr’s Russia Meeting"
TRUMP HITS BACK After Cowgirl Congress woman tracks him on the words told Grieving Widow,0,synthetic,TRUMP HITS BACK After Cowgirl Congresswoman Trashes Him Over Words Said to Grieving Widow
PHYSICS Dit Hillary has Parkinson's disease... Hillary admitted that she couldn't even get up after the Convention,0,synthetic,CAN HILLARY LIE HER WAY OUT OF THIS ONE? PHYSICIAN Says Hillary Has Parkinson’s Disease…Hillary Admits She Couldn’t Even “Get Up” After Convention
WOW! NEWS ANCHOR Hammers Obama on his pro-Muslim speech at the radical mosque [Video],0,synthetic,WOW! NEWS ANCHOR Hammers Obama On His Pro-Muslim Speech At Radical Mosque [Video]
‘Drain The Swamp' Trump is now making White House announcements for Business America (VIDEO),0,synthetic, ‘Drain The Swamp’ Trump Is Now Doing White House Ads For Corporate America (VIDEO)
[VIDEO] What JERRY SEINFELD has to say about col lege children too often PC will break left,0,synthetic,[VIDEO] WHAT JERRY SEINFELD HAS TO SAY ABOUT OVERLY PC COLLEGE KIDS WILL MAKE THE LEFT CRAZY
ANTI-HILLARY POSTERS POP UP All Over Hollywood... Super timing!,0,synthetic,ANTI-HILLARY POSTERS POP UP All Over Hollywood…Great timing!
"#LockHimUp Former president of surveillance Jason Chaffetz: If Comey, if Memos has lost classified information, he should have handcuffs and go to prison",0,synthetic,"#LockHimUp Former Oversight Chair Jason Chaffetz: If Comey’s Leaked Memos Contained Classified Information, He Should Have Handcuffs On And Go To Jail"
BRAVO! POPULIST REPUBLICS Target out of control Legal immigration as ridiculous lottery,0,synthetic,BRAVO! POPULIST REPUBLICANS Target Out Of Control LEGAL Immigration Like The Ridiculous “Diversity Lottery”
INQUIRY: Hillary Clinton failed to comply with registration rules,0,synthetic,BREAKING! INVESTIGATION: Hillary Clinton Did NOT Comply With Records Rules
It's time for Mueller!: The sound of Russia has just been worse for Trump and it's going to hurt,0,synthetic, It’s Mueller Time!: Russia Probe Just Got Worse For Trump And It’s Going To Hurt
WOW! CHICAGO PROTESTER taken from the Admits camera Violent activity has been pre-planned:,0,synthetic,WOW! CHICAGO PROTESTER Caught On Camera Admits Violent Activity Was Pre-Planned: “It’s not gonna be peaceful”
"Chris Cuomo SLAMS Trump For Promising, a lot of things you can't do in the Energy Speech (VIDEO)",0,synthetic, Chris Cuomo SLAMS Trump For Promising “A Lot Of Things That Can’t Be Done” In Energy Speech (VIDEO)
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,0,synthetic, BOMBSHELL: Devin Nunes’ Entire Net Worth Sunk In Company With Strong Ties To Russia
KARMA! BIRTHDAY BOY BILL CLINTON HECKED by kids on the GOLF COURSE,0,synthetic,KARMA! BIRTHDAY BOY BILL CLINTON HECKLED BY KIDS ON THE GOLF COURSE
THINK AMERICA CAN'T COME AS GREECE?,0,synthetic,THINK AMERICA CAN’T END UP LIKE GREECE? THINK AGAIN!
Student Haz A Sad after everyone hit him for his Trump hat (VIDEO),0,synthetic, Student Haz A Sad After Everyone Mocks Him For His Trump Hat (VIDEO)
This really happened: Fox interrupted Trump to criticize him and praised Obama,0,synthetic, This Really Happened: Fox Interrupted Trump To Criticize Him And Praised Obama
SEE: Kellyanne Conway very high-end Hillary Clinton doesn't do Trump,0,synthetic, WATCH: Kellyanne Conway Very Upset Hillary Clinton Is Not Doing Trump’s Job
WIKILEAKS HITS BACK at Lying Political Hack James Clapper...Testimony On The Hill Highly Partisan! [Video],0,synthetic,WIKILEAKS HITS BACK At Lying Political Hack James Clapper…Testimony On The Hill Highly Partisan! [Video]
"TED CRUZ, DESANTIS PUSH For Term Limits: It's time to end cronyism and deception...",0,synthetic,"BOOM! TED CRUZ, DESANTIS PUSH For Term Limits: “It is well past time to put an end to the cronyism and deceit…”"
How Trump could legally steal the 200 delegates to Mar-a-Lago for a luxurious weekend,0,synthetic,LOBBYING FOR VOTES? How Trump Could LEGALLY Fly The 200 Must Have Delegates To Mar-a-Lago For A Luxurious Weekend
INCOMING FRESHMEN are put on notice with the welcome letter of U of Chicago Dean students...,0,synthetic,INCOMING FRESHMEN Are Put On Notice With Welcome Letter From U of Chicago Dean Of Students…”Trigger Warning” Crybabies Stay Home
"Newt Gingrich tried to stifle small businesses, the FEC shot him down.",0,synthetic," Newt Gingrich Attempted To Stiff Small Businesses, FEC Shot Him Down"
INSIDE TRUMPS CHARITY BALL Tonight at the beautiful Mar-A-Lago...Protests outside [Video],0,synthetic,INSIDE TRUMP’S CHARITY BALL Tonight At Beautiful Mar-A-Lago…Protests Outside [Video]
Leslie Knope writes a powerful and tearing letter to America that everyone should read,0,synthetic," Leslie Knope Writes Powerful, Heartbreaking Letter To America That EVERYONE Should Read"
"Stephen Colbert and his audience completely hit Bill O. Reilly, and it was spectacular (VIDEO)",0,synthetic," Stephen Colbert And His Audience Absolutely Pummeled Bill O’Reilly, And It Was Spectacular (VIDEO)"
"GOP gives Trump the average finger, prepares to launch a probe in Russia",0,synthetic," GOP Gives Trump The Middle Finger, Prepares To Launch Probe Into Russia"
Protester anti-tromps Comment X-Rated Angers MSNBC Anchor: -Grow The Hell Up!,0,synthetic,Anti-Trump Protester’s X-Rated Comment Angers MSNBC Anchor: “Grow The Hell Up!”
WATCH: Democrats emerge from video highlighting Trump's hypocrisy of appointments,0,synthetic, WATCH: Democrats Release Video PERFECTLY Highlighting Hypocrisy Of Trump’s Appointments
"The new poll shows how Trump fans of Batsh** CRAZY are, gives them an audit of the BRUTALE reality (IMAGES)",0,synthetic," New Poll Shows How Batsh** CRAZY Trump Fans Are, Gives Them A BRUTAL Reality Check (IMAGES)"
"Read more...3 ARMED terrorists racing in London without weapons...Britan, the PM calls it...""Potential Act of Terror"" [VIDEO]",0,synthetic,“Peaceful” Muslims Scream: “THIS IS FOR ALLAH” After Driving Van 50 MPH Pedestrians…3 ARMED Terrorists On Run In Gun-Free London…Britain’s PM Calls It “Potential Act Of Terror” [VIDEO]
"PERSONALITY OF BRITISH TELEVISION: Don=t blame Trump for banning Muslims Comments, He speaks for masses...Who can blame Americans for not wanting to end up like the UK? [VIDEO]",0,synthetic,"BRITISH TV PERSONALITY: Don’t Blame Trump For Muslim Ban Comments , He Speaks For The Masses…Who Can Blame Americans For Not Wanting To End Up Like UK? [VIDEO]"
"""Pissipé comme l'hell"" Oregon Rancher FURIOUS At Bundy Militia: ""This is my home!",0,synthetic, ‘Pissed As Hell’ Oregon Rancher FURIOUS At Bundy Militia: ‘This Is My Home!’ (VIDEO)
"""Trey Gowdy should have his A** Kicked"" [Video]",0,synthetic,TRIGGERED! FORMER CIA AGENT: ‘Trey Gowdy Ought to Have His A** Kicked’ [Video]
"Trump HUMILIATE as WH goes back to his attack after the soldier, mom confirms his insensitive phone call",0,synthetic, Trump HUMILIATED As WH Walks Back His Attack After Soldier’s Mom Confirms His Insensitive Phone Call
GOP Rep. has just reached the IMPOSIBLE by surpassing Trump Hypocrisy on February Jobs Report,0,synthetic, GOP Rep. Just Achieved The IMPOSSIBLE By Outdoing Trump’s Hypocrisy On February Jobs Report
PUTIN ACCUSE U.S. flight path flight leak of Russian plane shot down by Turkey...Turkey Buy ISIS oil,0,synthetic,PUTIN ACCUSES U.S. Of Leaking Flight Path Of Russian Plane Shot Down By Turkey…Turkey Buying ISIS Oil
"SEE: Morning Joe's host tells Kellyanne Conway to go herself, BANS her from the show",0,synthetic," WATCH: Morning Joe Host Tells Kellyanne Conway To Go F*ck Herself, BANS Her From Show"
DRAIN OBAMA'S RADICAL SWAMP! Rep Chaffetz calls OBAMA APPOINTED Fed Gov Ethical Director on Trump's UNIETHIC Public Criticism,0,synthetic,DRAIN OBAMA’S RADICAL SWAMP! Rep Chaffetz Calls Out OBAMA APPOINTED Fed Gov Ethics Director Over UNETHICAL Public Criticisms Of Trump
"BREAKING: Shooting targets Congress Republicans at baseball practice, Steve Scalise Shot",0,synthetic," BREAKING: Shooter Targets Congressional Republicans At Baseball Practice, Steve Scalise Shot"
COMPLETE INTERVIEW: Judge Jeanine Pirro-en-Depth Interview with President Trump [Video],0,synthetic,FULL INTERVIEW: Judge Jeanine Pirro’s In-Depth Interview With President Trump [Video]
"IS NOT COVERED! Serial Liar Brian Williams Blames FAKE News for Hillary, loss on MSNBC last night [VIDEO]",0,synthetic,NOT KIDDING! Serial Liar Brian Williams Blames “FAKE NEWS” For Hillary’s Loss On MSNBC Last Night [VIDEO]
"WELL, DUH! Transgender wins international women's weightlifting title",0,synthetic,"WELL, DUH! Transgender Wins International Women’s Weightlifting Title"
Chuck Todd screws Mitch McConnell for not giving Merrick Garland a chance.,0,synthetic, WATCH: Chuck Todd Puts The Screws To Mitch McConnell For Not Giving Merrick Garland A Chance
DIRECT WHAT? #BlackLivesMatter TEXTBOOKS TO BE USED IN THE COMMON BASIC CURRICULUM IN GRADES 6-12 [Video],0,synthetic,SAY WHAT? #BlackLivesMatter TEXTBOOKS TO BE USED AS PART OF COMMON CORE CURRICULUM IN GRADES 6-12 [Video]
CLINTON CLEARED... was it a last-minute trick coordinated to power Hillarys Base?,0,synthetic,BREAKING: CLINTON CLEARED…Was This A Coordinated Last Minute Trick To Energize Hillary’s Base?
HILLARY CHEATED! Who really Fed Hillary answers his questions at the Veterans Forum?,0,synthetic,HILLARY CHEATED! Who Really Fed Hillary The Answers To Her Questions At Veteran’s Forum?
"Evan McMullin: ""Never in his life"" Trump had to look at his mouth (VIDEO)",0,synthetic, Evan McMullin: ‘Never In His Life’ Has Trump Had To Watch His Mouth (VIDEO)
"The mothers of the movement bring the DNC to tears, so the right racists come out in Droves (VIDEO)",0,synthetic," Mothers Of The Movement Bring DNC To Tears, So Right-Wing Racists Come Out In Droves (VIDEO)"
"FBI Releases DAMING Information on Russian Collision, Trump TERRIFIED",0,synthetic," FBI Releases DAMNING Information About Russian Collusion, Trump TERRIFIED"
The founders of Ben & Jerry Ice Cream are arrested in the Capitol of the United States,0,synthetic, Ben & Jerry’s Ice Cream Founders Get Arrested At U.S. Capitol
The conservative dream becomes reality: the judge grants joint custody of the victim to rapists,0,synthetic, Conservative Dream Come True: Judge Grants Rapist Joint Custody Of Victim’s Child
"After sex Scandale Allegations, Ted Cruz releases Colossally Pathetic Hissy Fit on Facebook",0,synthetic," After Sex Scandal Allegations, Ted Cruz Unleashes Colossally Pathetic Hissy Fit On Facebook"
Tiffany Trump is sad as hell after the whole family completely forgotten her birthday,0,synthetic, Tiffany Trump Is Sad As Hell After Whole Family Completely Forgot Her Birthday
The Ohio firefighter in the depths of Sh*t for HORRIBLE remarks on the economy of ‘N*****s,0,synthetic, Ohio Fireman In Deep Sh*t For HORRIBLE Remarks About Saving ‘N*****s’
BREAKING: ABAMACARE REPEAL clears first obstacle...Dems Get Snarky,0,synthetic,BREAKING: OBAMACARE REPEAL Clears First Hurdle…Dems Get Snarky
What these MORONs have done for Crooked Hillary should beat all the Americans [VIDEO],0,synthetic,NOT FUNNY! What These “MORONS” Did For Crooked Hillary Should FRIGHTEN Every American [VIDEO]
Heckler shouts 'F*ck Hillary' at Rally Clinton – And she laughs at him (VIDEO),0,synthetic, Heckler Screams ‘F*ck Hillary’ At Clinton Rally – And She Just Laughs At Him (VIDEO)
Who's the best: -Dangerous Donald or --Crooked Hillary?,0,synthetic,Who’s Better: “Dangerous Donald” or “Crooked Hillary”?
"THE DELUSIONAL HILLARY calls his e-mail Scandal The weirdest nothing-burning ever... , they covered it as if it were Pearl Harbor , [Video]",0,synthetic,DELUSIONAL HILLARY Calls Her Email Scandal The “Biggest Nothing-Burger Ever”…”They covered It Like It Was Pearl Harbor” [Video]
