article,label
“GOOD-BYE SWEDEN”: How Muslim Violence…Porous Borders And Horrible Health Care Drove Swedish Blogger To U.S.A.,0
"CONFUSED PROTESTERS Swarm Outside Trump NYC Fundraiser: ‘Tax the Rich, Not Working People’",0
 The GOP Just Revealed What They REALLY Think About ‘National Security’,0
" Elizabeth Warren Calls Trump A ‘Two-Bit Dictator,’ Slams His RNC Speech",0
 Samantha Bee Broadcasts American Atheists Trolling CPAC And It Is GLORIOUS (VIDEO),0
 Texas Gun Nuts Want ‘A Clear Shot’ At President Obama During Event (IMAGES),0
"CATHOLICS SHOULD BE Singing Donald Trump’s Praises After He Boldly Defended Life, While Hillary Was Forced To Admit Support For Barbaric Partial-Birth Abortion",0
VANISHED: ‘Hero Security Guard’ and Star Witness of Las Vegas Shooting is Missing,0
WOW! WHAT JOHN KASICH Just Asked Cruz And Trump To Do Proves He’s Got An Ego The Size Of Texas,0
 Trump Humiliated As DACA Decision Practically Kills His Presidency (DETAILS),0
 The Internet Perfectly HUMILIATES Racist Breitbart For Boycotting Kellogg’s,0
“THE WAR ON COAL IS OVER”…First New Coal Mine Of Trump Presidency Opens In Pennsylvania…Another Promise Kept [VIDEO],0
DEMOCRATS ARE AFRAID That Trump Will Beat Hillary…And Here’s The Proof [VIDEO],0
 Trump COMPLETELY Destroys His Promise To End Corruption On Wall Street (VIDEO),0
WATCH: TREY GOWDY FURIOUS OVER LAWLESS Loretta Lynch During Clinton Email Hearing: “It was a total WASTE of time…The facts are embarrassing for her presidential candidate [Hillary]”,0
"Turkey, Iran, Iraq may meet to discuss Kurdish Iraqi referendum: Turkey PM",1
DRAIN OBAMA’S RADICAL SWAMP! Rep Chaffetz Calls Out OBAMA APPOINTED Fed Gov Ethics Director Over UNETHICAL Public Criticisms Of Trump,0
China's probes of rights lawyers 'alarming': Human Rights Watch,1
Oregon Governor Says Feds ‘Must Act’ Against Protesters and Armed Groups in Burns,0
WATCH: CNN HOST GETS SCHOOLED By Guest After Comparing Oregon Protesters To #BlackLivesMatter Terrorists,0
 WATCH: This Irish Senator BLASTS His Government For Playing Nice With Fascist Trump,0
(VIDEO) PATRIOTS DEMAND REMOVAL OF COMMUNIST FLAG,0
 It’s Mueller Time!: Russia Probe Just Got Worse For Trump And It’s Going To Hurt,0
 Sarah Palin: My Husband Nearly Dying Made Me Realize How Important It Was To Elect Trump (VIDEO),0
BAD NEWS FOR HILLARY: CNN Says “Millennials Are More Conservative Than You May Think”,0
LET THEM EAT CAKE: Obama Dines In Parisian Splendor At ‘Working Dinner’ [Video],0
Indian police arrest Christian priest after complaint by Hindu group,1
PELOSI JUST FLUNKED CONSTITUTIONAL LAW: ‘You Can’t Cry Wolf in a Crowded Theater’ [Video],0
 Bombshell Reports Confirm What We Already Believed About MSNBC’s Joe And Mika (DETAILS),0
Trump says Russia hurting U.S. efforts on North Korea nuclear issue,1
Charlottesville and the Problem of Left & Right Identity Politics in America,0
15 SURPRISING FACTS About The White House Easter Egg Roll,0
Justice Department names new acting head of drug enforcement agency,1
Exclusive: Trump targets illegal immigrants who were given reprieves from deportation by Obama,1
 Billionaire Mogul Steve Cohen Pledges Nearly $300 Million To Give Veterans Free Healthcare,0
HACKING DEMOCRACY? CIA Accusing Russia of Doing What Langley Does So Well,0
LOCAL REPORTER IN DEEP BLUE STATE Stuns Liberals When He Goes Rogue…Tells Truth About Guns [VIDEO],0
 A Reminder Of How Much The NRA Has Spent On Trump In Wake Of ANOTHER Mass Shooting,0
 Racists Go CRAZY after Samuel L Jackson Trashes Trump On Jimmy Kimmel Live (VIDEO),0
WOW! DEMOCRATS Offer Tips On How To Convince Friends Christians Are More Likely To Commit Acts Of Terrorism Than Muslims,0
BOOM! MEXICAN AMERICAN TRUMP Supporter Explains Difference Between ILLEGAL And LEGAL Citizens: “She (Hillary) Is A Criminal” [VIDEO],0
 This Really Happened: Fox Interrupted Trump To Criticize Him And Praised Obama,0
 Trump Just Proved He Has The Foreign Diplomacy Skills Of A Whiny Child,0
WATCH OUT RINOS AND DEMOCRATS! The 7 Senate Seats Most Likely to Flip,0
WATCH: DIAMOND AND SILK Rip On John Kerry Over Israel Comments (VIDEO),0
 Bernie Was Asked To Say One Nice Thing About Trump And Cruz – His Response Is Hilarious (IMAGE/VIDEO),0
LOIS LERNER E-MAIL SNIPPETS REVEAL A BITTER B*TCH: “Lincoln should have let the South go…”,0
"Only five ministers, attorney general turn up for Zimbabwe cabinet meeting: sources",1
 Racists’ Heads Will Explode When They Find Out White-On-White Crime Is Higher,0
 WATCH: Democrats Release Video PERFECTLY Highlighting Hypocrisy Of Trump’s Appointments,0
 Donald Trump Learned A New Word And It Should Give You Chills (VIDEO),0
DEVASTATING 30 SECOND Commercial Shows Scary Truth About TARGET’S Dangerous Open Door Bathroom Policy [VIDEO],0
" Hillary Talks Taco Trucks, SHREDS Trump, And The Crowd Goes WILD (VIDEO)",0
 The New GOP Healthcare Bill Targets Women And Plans To Defund Planned Parenthood,0
 Anti-Porn GOP Florida Lawmaker Was Just Caught Porning On Twitter,0
"Turkey urges Iraqi Kurds to drop referendum, cites sanctions",1
WHY IS JILL STEIN Demanding A Recount? Is Hillary Camp Using Her In Desperate Effort To Stop Trump?…”Is Hillary Clinton Willing To Risk A Civil War In America?” [VIDEO],0
 The NFL Puts Trump In A VERY Awkward Position Over His Whining About The Debate Schedule,0
 Republican Mailer Threatens To Out Voters To Neighbors If They Vote Democrat,0
 Seth MacFarlane Just Told Johnson And Stein Supporters EXACTLY What They Need To Hear (TWEET),0
Graft probe into Mexico president's ally poses tricky challenge ahead of elections,1
House Democratic leader Pelosi backs Clinton for president,1
" New Poll Shows How Batsh** CRAZY Trump Fans Are, Gives Them A BRUTAL Reality Check (IMAGES)",0
Pennsylvania $2 bln budget gap is 'time bomb': governor,1
5-Star Mooch and Free-Loading Granny Drop In For Lunch In New York On The Taxpayer’s Dime…,0
NATIONAL ARCHIVES MISSING Massive Data From Clinton White House Records,0
 Bill Maher Has A DIRE Election Message The Whole Country Should Listen To (VIDEO),0
 Bombshell Report Shows GOP Presidential Campaign A Complete DISASTER In Multiple States,0
 Asian American Organizations RAIN HELL Upon Fox News For Racist Chinatown Segment,0
Spanish lender Sabadell to transfer legal base to Alicante - spokeswoman,1
 One Person On Hillary’s Shortlist For VP Was Just Removed From DNC Speaker Schedule,0
 Why A Wall Street Investor Endorsed Senator Bernie Sanders,0
"RIP PROUD PATRIOT: MARINE Dies After Delivering Powerful Message To President Trump, Mike Pence, General Mattis: “Give ‘Em Hell…Semper Fi…God Bless” [VIDEO]",0
THROWING GAS ON RACIAL FIRE? VA Police Confirm….Governor Terry McAuliffe LIED About Weapons Being Hid Around Charlottesville By White Nationalists,0
" The Senate Banking Committee Held An Equifax Hearing, And The Monopoly Man Showed Up",0
"UNREAL! REPUBLICAN SENATE CONFIRMS ERIC HOLDER IN A SKIRT: ANTI-GUN, PRO-ILLEGAL, RADICAL RACIST WHO BELIEVES IN THE MURDER OF ABORTED BABIES BORN ALIVE",0
TRIGGERED! FORMER CIA AGENT: ‘Trey Gowdy Ought to Have His A** Kicked’ [Video],0
 Trump Explodes At Smiling Protester: ‘I’d Like To Punch Him In The Face’ (VIDEO),0
MONTEL WILLIAMS Says Oregon Patriots Are “Undereducated Terrorist Buffoons” And National Guard Should “Shoot To Kill” Them,0
THE YOUNG GIRL THE CLINTONS DESTROYED…Monica Lewinsky: “I’m Probably The Only 41 Year Old Who Doesn’t Want To Be 22 Again”,0
HILLARY’S LAP DOG VA Senator Tim Kaine Calls For VIOLENCE In The Streets To COMBAT TRUMP [VIDEO],0
"Trump, China's Xi to meet April 6-7 in Florida: source",1
BILL O’REILLY ASKS TRUMP “Racist” Question That Has Many Outraged…Was Bill Out-Of-Bounds This Time? [VIDEO],0
"Myanmar forces may be guilty of genocide against Rohingya, U.N. says",1
POLICE IN GERMANY BEGIN RAIDS On Homes Of Facebook Users Who Post “Hate Speech” Against Refugees,0
 Here’s The Ted Cruz Ad Starring An Adult Film Star He Doesn’t Want You To See (VIDEO),0
 Iowa Legislator Leaves Republican Party Over Trump’s Racism,0
FOOTBALL LEGEND JIM KELLY: “Donald Trump took care of my whole family” during cancer scare [Video],0
TRUMP HATER GEORGE RAMOS Promotes Movie Showing Illegal Aliens Being Shot At Border By Drunk Vigilante…Blames Trump [VIDEO],0
TARGET CAVES AFTER CUSTOMERS BOYCOTT Of Transgender Bathroom Policy Takes Toll Bottom Line,0
One dead after light aircraft collides on Caernarfon runway,1
WINNING! GEORGE SOROS Group Gets Black Eye When Hannity Advertiser Comes Back After Allegedly Pulling Ads Over Seth Rich Story,0
"BOOM! TED CRUZ, DESANTIS PUSH For Term Limits: “It is well past time to put an end to the cronyism and deceit…”",0
 Lifetime Republican Voter Thanks President Obama For Saving His Life With Obamacare,0
FEDERAL JUDGE Goes On Rant About Cops Killing Blacks….Declares: “Black Lives Matter!”…Blames Deaths Of Cops On Cops,0
 Republicans Just Changed The Rules To Force Through Trump’s Controversial Nominees,0
HEAD GAMES: Technology With The Potential To Shape Reality,0
Ex-Christie associates lose bid for new trial in 'Bridgegate' case,1
"Chinese state tabloid warns Trump, end one China policy and China will take revenge",1
OBAMA’S ORGANIZED RACE WAR EXPOSED AS PROTESTORS REVEAL PROOF OF PAYMENT,0
Ryan says expects legislation to replace Obamacare this year,1
JUDGE NAPOLITANO On Reckless Hillary’s Emails: She Could Be Responsible For Deaths Of CIA And FBI Agents [VIDEO],0
 WATCH: Conservative Activist Openly Declares That Contraception Should Be Illegal,0
WHOA! IS GEORGE SOROS Secretly Funding Jill Stein’s [Hillary’s] Recount Effort To Steal The Presidency From Trump?,0
BREAKING: PROTESTER JUMPS ON STAGE…Grabs Trump…Secret Service REACTS…Trump Reaction Is PRICELESS [Video],0
BREAKING NEWS: Susan Rice ADMITS To Unmasking “US Persons” During Interview With MSNBC Media Ally Andrea Mitchell [VIDEO],0
"Sudan general, nine soldiers killed in Darfur clashes: SUNA",1
Twitter Gold: Trump Announces Hysterical Nickname for Kim Jong un [Video],0
The “ISLAMIC RAPE OF EUROPE”…One Nation Is Fighting Back In Most Politically Incorrect Way,0
Most Americans want Obama to nominate Scalia's replacement: Reuters/Ipsos,1
" Trump Decides To Gut United Nations Funding By 50 Percent, Embarrassing And Endangering America On The World Stage",0
ADMINISTRATORS FACE BACKLASH After Florida Middle School Organizes Segregated Field Trip For Blacks Only,0
 Sean Hannity Loses His Sh*t After Getting His Ass Handed To Him By New York Times Writers,0
FORD CEO Tells Trump They’ll Move Forward With Plans To Open $2.5 Billion Plant In Mexico…And Here’s Why [VIDEO],0
CONSERVATIVES FIGHT BACK Against Proposed “Obamacare Lite”…DEMAND Full Repeal Of Obamacare,0
Russian warships dock in Philippines as Manila cultivates new ties,1
TWISTED LIBERAL KINDERGARTEN Teacher Allows Transgender Student To “REVEAL” Her “TRUE GENDER” To Class,0
[VIDEO] HOW POLITICAL CORRECTNESS Will Be The Cause Of Death For Europe…Will We Allow America To Be Next?,0
UNREAL! CBS’S TED KOPPEL Tells Sean Hannity He’s “Bad for America” [Video],0
WHOA! DNC Releases Statement Suggesting Dallas Sniper And Black Lives Matter Protesters Are Linked,0
JUST IN: Benghazi Attack Organizer On Way To U.S. After Being Captured In Libya In President Trump Approved Special Ops Mission,0
 Trump’s Newest Foreign Policy Advisor Is One Of The Dumbest People To Ever Serve In Congress,0
PERFECT! President Trump Is Laughing Hysterically In HILARIOUS New Video Featuring CNN Logo As Jim Carrey In “LIAR LIAR” Movie,0
BREAKING: Mexico’s President Cancels Visit With Trump Over Defending Our US Border From Lawbreakers…But Wrongfully Imprisoning US Marine Tahmooressi For “Border Violation” Was No Big Deal,0
 David Letterman Calls For ‘Damaged’ Donald Trump To Get A Psychological Exam,0
U.S. nuclear arsenal to cost $1.2 trillion over next 30 years: CBO,1
" Sean Spicer Baffles Reporters, Claims Trump Isn’t Responsible For Hiring Flynn (VIDEO)",0
 Trump Threw Mar-A-Lago Fundraiser For Woman At The Center Of Bribery Scandal,0
 This Newspaper Is Filing A Lawsuit Against A Republican Lawmaker For Calling Them ‘Fake News’,0
" Here’s The List Of Items Trump Banned From Inauguration, Including Guns",0
 Donald Trump Jr. Throws Massive Hissy Fit Over Johnny Depp’s Bad Joke,0
 Americans Once Elected A President After He Was Accused Of Raping A 13-Year-Old Girl,0
MIKE HUCKABEE SCORCHES THE PRESS: “Grow up!…Start acting like journalists” [Video],0
"Danish PM's party dealt blow at local election, Social Democrats gain",1
MUST SEE: House Oversight Committee Releases Most Damning Video Of Hillary’s Lies To Date,0
Obama unveils wage insurance plan to spur job seekers,1
FAMILY OF S.C. SHOOTING VICTIM HAS A MESSAGE FOR AL SHARPTON And He’s Not Gonna Like It…,0
Michigan governor expects no charges over Flint crisis: newspaper,1
VIOLENT ENVIRONMENTAL LUNATICS Cost Taxpayers MILLIONS To Protect Trump’s EPA Director After Receiving “Unprecedented” Number of Credible Death Threats,0
BOOM! TX Governor Will CUT FUNDING To County Where Sheriff Of Sanctuary City Refuses To Cooperate With Feds [VIDEO],0
"[VIDEO] OBAMA TELLS HOMETOWN KENYANS: “I’m A Pretty Good President, And If I Ran For A Third Term, I Could Win”",0
ANTI-HILLARY POSTERS POP UP All Over Hollywood…Great timing!,0
ABSOLUTE SUBMISSION: Trump Bows to Neocon Orthodoxy,0
HOMELAND SECURITY: ISIS Has Already Tried To Exploit Refugee Program To Enter U.S. [Video],0
" BREAKING: Shooter Targets Congressional Republicans At Baseball Practice, Steve Scalise Shot",0
CHARLES BARKLEY Says Anyone Who Criticizes Obama Is A Racist…Gay Rights More Important Than Religious Freedom In America [VIDEO],0
HILLARY’S NEW AMERICA: Uniformed Police Officers NOT ALLOWED On DNC Floor [VIDEO],0
WHOA! RUSH LIMBAUGH RIPS Into Republicans Who Don’t Support Trump [Audio],0
" Trump To Gut Coast Guard, Airport Security, And FEMA To Fund Useless Border Wall",0
JUDGE JEANINE HAMMERS OBAMA: “There’s a hero in Washington and you need to let him do his job!” [Video],0
#YouveBeenTrumped…Journalist Who Tried To Nail Donald Trump Jr. On Russia Story For Over A Year Has Full-Scale Meltdown After Trump Jr. Releases Emails On Twitter,0
OBAMA Is GIVING YOUR Money To Illegal Aliens To Start Businesses…You Won’t Believe Where Those Businesses Are Located [VIDEO],0
Israel says it foiled planned ISIS-inspired attack at Jerusalem holy site,1
"DONALD TRUMP JR., JUST HUMILIATED Michael Moore In Front Of Millions On Social Media…And It Was SPECTACULAR!",0
 Hillary SHUTS DOWN Trump Supporters Calling Her Husband A Rapist At Rally (VIDEO),0
"WOW! DEM STRATEGIST Bob Beckel Says Wikileaks Founder Should Be Assassinated:”I’m not for the death penalty, so illegally shoot the son-of-a-b*tch!”",0
 Here You Go: Every Bat Sh*t Crazy Thing That Came Out Of Trump’s Mouth In The First Debate,0
WHY WAS Mandalay Bay Security Guard Caught By Border Agents Crossing Into US From Mexico Only Days After Massacre?,0
"Charlottesville schools, parents address children's fears after violence",1
(VIDEO) WATCH WHAT HAPPENS WHEN A FOX REPORTER CONFRONTS THE ENTIRE SAN FRANCISCO BOARD OF SUPERVISORS ON MURDER OF KATE STEINLE,0
 Hawaii Does What Republicans Won’t And Reduces The NRA To Wetting Themselves In Fear,0
ABC NEWS Gets DESTROYED On Twitter For Waiting Several Hours To Admit They Got Major Detail In Flynn Story Wrong…#FakeNewsABC,0
TAKE OUR POLL: Who Do You Think President Trump Should Pick To Replace James Comey?,0
 Brace Yourself For 74 Percent Higher Health Care Premiums Under New Bill,0
GREAT! PRO-COAL OKLAHOMA AG Tapped For Head Of EPA,0
" Democrats Introduce Legislation To Probe Russian Voting Hacks, Trump PISSED",0
THE LIST of 34 House Republicans DEMANDING Permanent AMNESTY For Obama’s DACA “Kids”,0
(VIDEO) DONALD TRUMP: “NOT BEHOLDEN TO ANYONE”,0
KELLYANNE CONWAY Slaps Down Rabid CNN Host Chris Cuomo: “Aren’t you the least bit embarrassed that you now talk about Russia more than you talk about America?” [VIDEO],0
 This 19 Second Video Of Trump Shows Why Democrats Should Not Support Israel (VIDEO),0
"FARRAKHAN DEVOTEE, COP HATER AND RAPPER, ‘KILLER MIKE’ To Speak At SOLD OUT Event At Prestigious MIT University",0
 Bystander Uses Baseball Bat To Stop Man From Crushing Toddler’s Head ‘For God’ (VIDEO),0
POCAHONTAS CALLS Trump’s Comments To Dem Senator Gillibrand “Slut-Shaming”…So Why Didn’t She Call Trump’s Comments About Romney During The Campaign “Slut-Shaming”? [VIDEO],0
What is The Deep State?,0
STUNNER: Donald Trump is Next President of United States,0
WATCH HILLARY SQUIRM When Mainstream Media Asks If She Plans To Watch “13 Hours” Movie,0
 The Internet Rips Trump Adviser’s Face Off After Saying Sean Spicer Is Always ‘100 Percent Correct’,0
WATCH NEWT GINGRICH Skewer MSNBC Anchor On Obama’s Race War: “Pathetic” [Video],0
" As ‘Me Too’ Posts Flood Social Media, Video Surfaces Of Trump Bragging About Hiring A ‘HOT’ Teenager",0
 Sanders Fans Break Fundraising Site After NH Primary Win (VIDEO/TWEETS),0
" We Found The ONE Beautiful Thing About Trump’s Inauguration, And It’s Going To DESTROY Him (DETAILS)",0
WATCH PRICELESS EXCHANGE Between Neil Gorsuch and Ben Sasse On The Role of The Declaration of Independence [Video],0
CONGRESSMAN: Bitter Liberals Stalling Wisconsin Count To Steal Electoral Votes From Trump [Video],0
 Obama Shows How He’s Going To Destroy Trump This Fall And It’s Hilarious,0
Puerto Rico governor cites 'sharp contrast' with island's overseers,1
Illinois House Democrats advance FY 2017 budget amid veto threat,1
 Why Conservatives Should Stop Whining About President Obama Skipping Nancy Reagan’s Funeral,0
UPDATE: JUDGE REJECTS STATE DEPARTMENT PUSH FOR JANUARY 2016 RELEASE OF CLINTON E-MAILS,0
 Golf Addicted 70-Year-Old Man Says He ‘Couldn’t Care Less About Golf’,0
VP MIKE PENCE Stops For BBQ Before Super Bowl…Crowd Gives Him A HUGE Cheer At Game [Video],0
BREAKING: Devin Nunes Makes HUGE announcement About Clinton #UraniumOneDeal [Video],0
NON-PROFIT VIOLENT Berkeley BAMN Leader Surprised When Tables Are Turned On Him During Interview [VIDEO],0
"FOUR-TIME DEPORTED ILLEGAL ALIEN Gang Member Sexually Assaults 2-Yr Old Girl In Front Of 4-Yr Old Brother…Violently Stabs Mother, Another Woman",0
ESTABLISHMENT GOP END TIMES? Why Republican Candidates Are Kicking RNC To Curb,0
WHY HILLARY LOVES The Idea Of Barack Obama As Supreme Court Justice,0
U.S. list of NAFTA goals 'not earth-shattering': Canada source,1
WHOA! DID OPRAH JUST THROW Her Hat In The Ring To Challenge Donald Trump In 2020?,0
Young blacks more open to Bernie Sanders' White House bid,1
 Today Is The One-Year Anniversary Of Walter Scott’s Murder By Cop (VIDEO),0
 Trump Spokeswoman HUMILIATES Herself While Trying To Make Democrats Look Stupid (TWEETS),0
 Ivanka Trump’s Rabbi Decides Not Speak At RNC For A Very Good Reason,0
 Dem Senator ‘Increasingly Concerned’ Trump Will Fire Mueller And Rosenstein To Stop Russia Probe,0
 GOP Rep. Just Achieved The IMPOSSIBLE By Outdoing Trump’s Hypocrisy On February Jobs Report,0
TREY GOWDY SLAMS Mueller Teams Over Leaks About Charges in Trump-Russia Investigation [Video],0
NED RYUN ON WHITE HOUSE LEAKS: “This is not whistleblowing. This is weaponizing classified info to undermine a duly-elected President” [Video],0
 Former George W. Bush Speechwriter Epically Blasts Republicans For Supporting Trump,0
 Obama’s Doing Something BIG To Raise Pay For Millions Of Americans (VIDEO),0
Mexico says president Pena Nieto to meet Trump on Wednesday,1
WATCH: THE VIEW’s LIBERAL HAGS Attack Meghan McCain For Defending Flag On Her First Day As New Co-Host,0
 Paul Krugman Shares The One Damning Truth About Corrupt Republicans We Can All Agree On (DETAILS),0
" Republicans Declare WAR On The Poor, Go After Food Stamps, Medical Coverage",0
No Joke! Chicago Cops Searching For Thug Dad Who Filmed Toddler Smoking Pot: “Inhale it” [Video],0
 Karma’s A B*tch: Judge Orders Anti-Gay Preacher’s Church Up For Public Auction Due To Unpaid Debts,0
Colombia urgently crafting law to allow crime gangs to surrender,1
NOT-SO-SLICK WILLY: Bill Clinton Tries To Joke Around About Hillary’s E-mail Scandal…Not Funny [Video],0
COLLEGE SNOWFLAKES FREAK OUT! “Feel Unsafe” Over VP Pence’s Planned Commencement Speech [Video],0
 High-Ranking Democrat DEMANDS Investigation Into Open Corruption At Trump Foundation,0
WHY “MODERATE” MUSLIMS DON’T SPEAK OUT: Muslim Shopkeeper Makes Video Wishing Customers “Happy Easter”…Muslim Man Stabs Him To Death [VIDEO],0
Obama’s Race War Makes Its Way To His Hometown Of Chicago…Where This Punk Follows His Cop-Hating Lead,0
"The Final Control: TPP, TTIP, TISA Global Corporate Takeover",0
 Right-Wing Broadcaster: Teenage Girl Is A ‘Prostitute’ For Being Afraid Of Bundy Militia (VIDEO),0
[VIDEO] DOES SEEING TWO NAKED LESBIANS IN BED TOGETHER MAKE YOU WANT TO EAT YOGURT? Chobani Apparently Thinks It Does,0
 JUST IN: White House Responds To Russian Election Hack; Trump Will Be PISSED (VIDEO),0
GERMANY: Afghan “Teen” Refugee Who RAPED and KILLED Female Med Student and Refugee Volunteer Is Actually 33-Years Old…And There’s MORE!,0
LEFTIST HATE ON STEROIDS: Donald Trump Tombstone Appears In NYC,0
LOL! CROOKED and IRRELEVANT HILLARY CLINTON GOES ON TOUR…Wait Till You See What She’s Asking Fans To Pay For Tickets,0
" Marco ‘Roboto’ Rubio Short-Circuits Again, Repeats Same Line Twice In 30 Seconds (VIDEO)",0
RIDICULOUS! MUSLIMS Chant “Allah” And Protest With Call To Prayer Inside Dallas Airport [Video],0
 Donald Trump On Accusations Of Sexual Assault: Mexico Did It,0
"PAY 2 PLAY: Democratic Convention Ends Amid Controversy, Empty Seats & White Noise",0
"PM May's deputy to keep job after pornography claims, ITV says",1
BREAKING: Did The U.S. Government Attack Drudge Report?,0
 National Park Service Officials HILARIOUSLY Troll Trump Over Silencing Government Agencies (TWEETS),0
"STUNNING BETRAYAL! 43 REPUBLICANS, In Dark Of Night Vote To Approve Obama’s Transgender Bathroom Decree",0
Russian long-range bombers strike Islamic State targets in Syria,1
 Ann Coulter: Trump Doesn’t Need GOP’s Support – ‘He IS The Party’ (VIDEO),0
SUPER BOWL CHAMP PLAYER Busts Into WH Press Briefing: “Need any help?”…Liberal Snowflakes Have A Meltdown! [Video],0
New York attorney general says will sue over Obamacare repeal,1
FLASHBACK: Hillary And Raunchy Actress Discuss Desire To See Rock Star’s Penis: “I’ll look for that” [Video],0
WOW! “N” Word Used On Walmart Website To Describe Color Of Wig,0
BREAKING: WATCH TWO PROTESTERS Crash ‘Trump Assassination’ Play in NYC: “Liberal Hate Kills!” [Video],0
STEPHEN MOORE: What Republican Turncoats Forget…Examining The Case Of The Republicans For Hillary,0
TRUMP RETWEETS HILARIOUS Video Of Him Hitting Golf Ball That Hits Crooked Hillary In The Head…Left Goes NUTS!,0
“BIKERS FOR TRUMP” Vow To Defend Trump During Inauguration Day…Plan Celebration! [Video],0
WHOA! HEATHER NAUERT Gets Into Testy Exchange With Snarky Media At State Department Over Otto Warmbier’s Death [Video],0
LAURA INGRAHAM RIPS INTO THE PRESS…Crowd Goes Wild: “Do your job!” [VIDEO],0
WATCH: BLACK ACTRESS Stacey Dash Destroy Argument By Hollywood Race Agitator And Wife Of Will Smith: “Either we want to have segregation or integration”,0
" New Lady Liberty Is A Black Woman, And Conservatives Absolutely LOSE Their SH*T Over Her (TWEETS)",0
WILL OBAMA REGIME Be Held Accountable For Dirty Tactics They Used To Take Down MICHAEL FLYNN?,0
RUDY GIULIANI JUST BLEW Hillary’s Phony “Khantroversy” WIDE Open…A RANT The Clinton Camp Won’t Want Americans To See [VIDEO],0
DELUSIONAL HILLARY Calls Her Email Scandal The “Biggest Nothing-Burger Ever”…”They covered It Like It Was Pearl Harbor” [Video],0
 Cruz Trying To Hold Fiorina’s Hand Is More Awkward Than A Middle School Dance (VIDEO),0
$3.5 MILLION DOWN THE DRAIN….Day 5 WI Recount: TRUMP +25,0
 Mississippi Senate OKs Bill Giving Church Members License To Kill Perceived Threats,0
THIS PICTURE OF HARRIET TUBMAN Should Be Used On The $20 Bill…If For No Other Reason Than To Drive Anti-Gun Left Crazy,0
Senate to vote on Saudi arms sale measure this week: senators,1
 It Looks Like The Trump Campaign Just Got This Reporter Arrested,0
 WATCH: Kellyanne Conway Very Upset Hillary Clinton Is Not Doing Trump’s Job,0
"WOW! CHICAGO REPORTEDLY FINDS At Least 14,000 More Votes Than Voters In 2016 Election",0
HUGE SECURITY LAPSE: International Flight Passengers Skip Customs,0
Obama defends record on terrorism in national security speech,1
 Hillary Clinton Did Not Send ‘Top Secret’ Emails On Private Server,0
BREAKING DISCOVERY: CLINTON FOUNDATION SHARED EMAIL SERVER LOCATION WITH HILLARY’S SECRET SERVER,0
BREAKING: NORTH KOREA Can Now Fit Missiles With Nuclear Warheads…Thanks Obama,0
Trump says may tie infrastructure with healthcare or tax reform: NY Times,1
“This Is TOTALLY FAKE!” Tucker Loses His Temper on Russia Conspiracy Hack [Video],0
