text,label,source,original_text
I feel surprised to know it was even bigger.,5,synthetic,i feel amazed knowing that it had been even bigger
I struggled to focus on my life and walk around feeling dazzled and confused,5,synthetic,i had a hard time focusing on my life and walked around feeling dazed and confused
I read through the space ol feefyefo I feel surprised to know how much I could blabber and how transparent I was with my life,5,synthetic,i read through the ol feefyefo space i feel amazed at how much i could blabber and how transparent i was with my life
I volunteered for everything and ended up feeling overwhelmed and people angry me because I was unable to fulfill my obligations.,5,synthetic,i volunteered for everything and wound up feeling overwhelmed and people got mad at me for not being able to meet my obligations
"I feel like when I was a child, I was constantly impressed by the fact that ants are awesome.",5,synthetic,i feel like when i was a kid it was constantly impressed upon me how awesome ants are
I think it's the worst feeling he gives me the chills and just thinking about it makes my teeth weird,5,synthetic,i think it is the worst feeling it gives me the shivers and just thinking about it makes my teeth feel strange
I felt a little out of date.,5,synthetic,i found myself feeling a bit overwhelmed
I was cut into a feeling of pain that shocked me.,5,synthetic,i was cut into feeling pain that shocked me
"I managed to take some pictures of my outfit today, which seemed rather strange to me, especially since I haven't taken one for so long.",5,synthetic,i managed to take some photos today of my outfit which did feel rather strange especially as i havent taken any for such a long time
I feel surprised to say that I'm doing what I wanted to do again.,5,synthetic,i feel amazed to say that i am doing what i only dreamed of doing again
I do it when I feel a little weird repopulating,5,synthetic,i do when i m feeling a bit weird to reground myself
I looked at him astonished by the feeling and just as amazed that nothing else was happening.,5,synthetic,i stared up at him amazed by the feeling and as equally amazed that nothing else was happening
im still feels very incredibly overwhelmed by the whole situation,5,synthetic,im still feeling very incredibly overwhelmed with the entire situation
I have the impression that the incredible x men have enough compensation to win a game of,5,synthetic,i feel like amazing x men compensated enough to earn it a out of
I would always feel surprised at the impact these children and one-year-olds have had on this subject.,5,synthetic,i would always feel amazed at how impacted these and year olds were by this subject
I just feel curious about a few tings.,5,synthetic,i just be feeling curious about a few tings
"I'd feel weird having my dad's hand on my stomach for any amount of time, especially for several minutes while he's waiting to feel taryn jump in there.",5,synthetic,i would feel weird having my dads hand on my stomach for any amount of time especially for several minutes while he waits to feel taryn jumping around in there
"I feel funny inside, it's a reference to the circus that's going on in her underwear.",5,synthetic,i feel funny inside is that a reference to the circus going on in his underpants
"I'm not gonna lie, it's really weird to write this right now.",5,synthetic,im not going to lie it feels really weird to be writing this right now
"I feel like a monster because as we go through the rubble and the astonished bodies, all we think is that we have to find a way to continue.",5,synthetic,i feel like a monster because as we make our way through the rubble and stunned bodies all im thinking is that we need to find a way to keep going
"I feel weird about sharing this, but it's the source of some of my biggest insecurities.",5,synthetic,i feel weird sharing that but this is the source of some of my greatest insecurities
I remember feeling submerged and noticed the particular smell of the city especially cigarettes and people with carbonized wafts something,5,synthetic,i remember feeling overwhelmed and noted the particular smell off the city mostly cigarettes and people with wafts of charred something
"I'm not a Catholic, I certainly don't think it's my place to take sides on this issue, but I'm curious how the leadership of the Catholic Church will be in contact with its own people on these issues in the coming years.",5,synthetic,i am not a catholic i certainly don t feel it is my place to take sides on this issue but i am curious how the leadership of the catholic church will mesh with its own people over these issues in the coming years
I still feel a little astonished and I guess I should be racked with regret and shame,5,synthetic,i still feel a bit stunned and i suppose i should be racked with regret and shame
"I felt amazing so I was disappointed when my lab work in December came back the same way as the previous year, it was good but I didn't have enough protein in my diet",5,synthetic,i was feeling amazing so i was disappointed when my lab work in december came back the same way it did the previous year overall it was good but i did not have enough protein in my diet
I feel like my mom amplified me friends our friendships grew so naturally the strength of them surprised me,5,synthetic,i feel about my mommy amp me friends our friendships grew so naturally the strength of them surprised me
"I'm a mother, but most of the time, it's still strange to realize that I'm a mother.",5,synthetic,i am a mother though most days it still feels strange to realize i am one
I feel funny because bonka neva thanked me for her prizes.,5,synthetic,i feel funny cause bonka neva thanked me fa his awards
"I see Lyman, I feel more and more surprised at us.",5,synthetic,i see lyman i just feel more and more amazed about us
I'll tell you that I've been on a very standard diet inspired for a week tomorrow and I feel amazing,5,synthetic,i will tell ya i have been following a very norma inspired diet for a week tomorrow and i feel amazing
I wake up feeling a little dizzy and groggy,5,synthetic,i wake up feeling kind of dazed and groggy
I always sit down and feel surprised by all this.,5,synthetic,i still sit back and feel amazed by the whole thing
I don't feel like I'm impressed with this announcement.,5,synthetic,i feel this ad does i m not impressed
I came out in my previous post about how much the app manufacturer bothers me at this conference and so I feel like I should mention who I was most impressed with there,5,synthetic,i got off in my previous post about how much the app maker leeches upset me at this conference and so i feel like i should mention who i was most impressed with there
I feel like my plant may have been shocked by the temperature.,5,synthetic,i have a feeling that my plant may have been temperature shocked
I feel impressed by the professionalism and specifications of the maintenance sets itself,5,synthetic,i feel impressed by the professionalism and specifications the maintenance sets itself
"I didn't think it was possible to make a cover that expressed the personality of the novel since it is a strange story of gender cross, but the photo that was found nails the heart of the book so close that I feel a little amazed",5,synthetic,i didn t think it was possible to make a cover that expressed the personality of the novel since it s a strange cross genre story but the photo that was found nails the heart of the book so closely that i feel a bit stunned
"I feel like I want this and then, whatever I ordered, I'm not so impressed.",5,synthetic,i feel like im craving it and then no matter what i order i just really am not that impressed
I could spend hours on a set and feel amazing,5,synthetic,i could spend hours on a set and feel amazing
I feel almost a little weird to say anything because he'd almost feel like gossip.,5,synthetic,i almost feel a little bit weird about saying anything because it would almost feel like gossip
"I wish it was a more comforting feeling, but instead, it's strange like living someone else's memories or maybe waking up from a long dream or a long year of sleep and finding that the trees around you grew up",5,synthetic,i wish it was a more comforting feeling but instead it feels strange like living the memories of someone else or maybe having woken up from a long dream or a long sleep years and finding that the trees around you have grown taller
I came out of there with a better understanding of what was happening in the experience but also feeling a little amazed that I had only one equation to describe all this,5,synthetic,i walked out of there with a better understanding of what was going on in the experiment but also feeling a little stunned that i had only one equation to describe all of this
I have this feeling of illness like the one you get when you hear someone's dead and you're shocked and stunned and I realize he's really gone forever.,5,synthetic,i get that sick feeling like the one you get when you hear that someone passed away and youre shocked and lightheaded and i realize hes really gone forever
I just feel surprised when I look back,5,synthetic,i feel simply amazed when i look back
"I think back and feel totally surprised and grateful that we were living at a time when four people who needed a family could find themselves, even if they were thousands of miles away.",5,synthetic,im just thinking back and feeling utterly amazed and grateful that we live in a time when four people who needed a family could find each other despite being thousands of miles apart
I feel like I shocked my body by changing my calorie intake.,5,synthetic,i feel like in a way i kinda shocked my body by changing my calorie intake
I feel curious to know more I think the procedure worked well,5,synthetic,i feel curious to know more i think the procedure worked well
I felt an act of God at work in my life and it was an incredible feeling,5,synthetic,i was feeling an act of god at work in my life and it was an amazing feeling
I also felt completely overwhelmed and so incredibly unappreciated,5,synthetic,i have also been feeling completely overwhelmed and so incredibly unappreciated
I feel as curious as when I was a kid.,5,synthetic,i feel that im as curious as when i was a child
The feeling of im is funny because it's totally useless,5,synthetic,im feeling is funny because its totally unnecessary
I woke up and realized that a dream was still a dream.,5,synthetic,i woke up feeling amazed and then i realized that a dream is still a dream
I feel insatiably curious and want to read and learn more about digital media and social marketing,5,synthetic,i am feeling insatiably curious and i want to read and learn more about digital media and social marketing
I feel shocked that I've become so old.,5,synthetic,i feel shocked have i become that old
I have the impression that I am waiting in one way or another that I have been given a time for the consolidation of contemplation and that it is a very curious feeling,5,synthetic,i feel as if i am on hold somehow that ive been given a time for contemplation consolidation and it is a most curious feeling
I feel so impressed by dental work in front of me and a cost that we deliberate suicide,5,synthetic,i feel so impressed by a dental work in front of me as well as a cost which we am deliberation suicide
Im excited about these new changes because I really feel like it will help me feel like me again in this funny world of blogs,5,synthetic,im excited for these new changes cause i really feel like it will help me feel like myself again in this funny blogging world
